n,delta_r2,post_r2,var,lon_tag,mode,lag
19,0.055963661841362033,0.2389649170623881,so,W40p0,1,0
4,0.0507343605248628,0.06220283938467552,thetao,W40p0,2,1
10,0.03024243725823539,0.11821449255178162,so,W40p0,5,1
28,0.02341032963927503,0.32535414353106407,thetao,W40p0,9,0
23,0.023359885430322525,0.2945883574914837,thetao,W60p0,10,0
45,0.022947383742226823,0.507812734547956,thetao,W60p0,2,2
15,0.022471189494152388,0.17213834624045998,so,W10p0,2,2
20,0.02237690740581244,0.26134182446820053,so,W10p0,2,1
41,0.021745499423138526,0.47840957544713714,thetao,W40p0,2,2
37,0.021089929589532264,0.4488858872327478,thetao,W20p0,1,12
33,0.020990847114166544,0.406007147882111,so,W10p0,4,12
32,0.019578243213094537,0.38501630076794446,thetao,W30p0,8,12
29,0.019177481434180743,0.3445316249652448,so,W10p0,7,5
51,0.016967088175370182,0.5365648020461191,thetao,W20p0,1,13
12,0.01670011627620549,0.1350131831524235,so,W40p0,1,9
30,0.015825500885288668,0.3603571258505335,so,W10p0,6,0
5,0.01465339586640646,0.07685623525108198,thetao,W30p0,6,15
14,0.013311959417513286,0.1496671567463076,so,W40p0,2,4
