alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-4.827176619694143,6.457359541106576,3
100.0,-4.9113683541851545,6.7413282367561855,3
70.0,-5.028190151231028,6.958084344220461,3
60.0,-5.10569095263024,7.082365008088776,3
50.0,-5.2244582337204974,7.257111276406735,3
40.0,-5.417288444948304,7.515340013415036,3
30.0,-5.757115123112452,7.922989658811031,3
10.0,-8.169117146354273,10.013322376574745,3
5.0,-10.478429919557488,11.238302673000097,3
4.0,-11.296521914837085,11.552534496752497,3
3.0,-12.371858781469577,11.906208514700369,3
1.0,-16.158494459690647,13.048975135656026,3
0.3,-18.696572625189383,14.100141574402855,3
0.1,-19.67100926907028,14.608352731095707,3
0.03,-20.04867384825978,14.821808276454457,3
0.01,-20.1604874631879,14.88675362839534,3
