n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.3619910599284385
2,so W60p0 EOF1 lag1,,0.3732443344379759
3,so W30p0 EOF1 lag4,,0.5504548326714487
4,so W60p0 EOF1 lag0,,0.5806988270485804
5,so W60p0 EOF1 lag2,,0.6350686245861767
6,thetao W30p0 EOF4 lag0,,0.6845029611330997
7,so W10p0 EOF4 lag1,,0.6847785000037936
8,thetao W10p0 EOF9 lag16,,0.6867440525542645
9,thetao W60p0 EOF2 lag0,,0.7169335988175289
10,so W30p0 EOF1 lag3,,0.7297257266051169
