k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.3262592366702446,0.5712062853947034,-0.365343199784244,0.3704109465382422,0,so W30p0 EOF1 lag4,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r10i1p1f1
2,0.41673848983849215,0.6455644820301848,-0.20682092996069734,0.37112422868984923,"0,10",so W30p0 EOF1 lag4 | so W60p0 EOF3 lag19,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r10i1p1f1
3,0.4865061792419527,0.6975081707144989,-0.12021331342549701,0.22520746206356737,"0,10,30",so W30p0 EOF1 lag4 | so W60p0 EOF3 lag19 | so W40p0 EOF3 lag14,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r10i1p1f1
