k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label,mode,model,target,select_on,min_lag,max_lag,source_dir
3,0.6330883036699446,0.7956735082957013,-0.3635523878222522,0.0755925452233095,"1,2,27",thetao W30p0 EOF4 lag4 | so W30p0 EOF1 lag4 | thetao W30p0 EOF1 lag16,spike_curve_post.csv,all,train,normal,AMOC_45N_member,Not_detrended,member,IPSL-CM6A-LR,AMOC_45N_member,train,4,,/data/users/frekle/Final_figures/IPSL-CM6A-LR/AMOC_45N_member/Feature_selection/r9i1p1f1/Not_detrended/Selected_on_train/amoc_variant_normal/lag_policy_4minlag_Nonemax
