n,feature,score,curve_r2
1,so W10p0 EOF1 lag4,,0.0054232997274623
2,so W10p0 EOF1 lag5,,0.0119288683673147
3,thetao W60p0 EOF1 lag18,,0.0462674183373486
4,so W10p0 EOF1 lag6,,0.0499836580921754
5,so W10p0 EOF1 lag3,,0.0514421756990242
6,so W20p0 EOF1 lag1,,0.0514419052494413
7,so W20p0 EOF1 lag2,,0.0518176752475254
8,so W10p0 EOF1 lag2,,0.0528276697518788
9,so W20p0 EOF1 lag0,,0.0528304099780105
10,thetao W60p0 EOF5 lag7,,0.0545614538661405
