n,delta_r2,post_r2,var,lon_tag,mode,lag
9,0.050279961449002375,0.13547530966624555,thetao,W30p0,4,0
17,0.031105594339426168,0.20128569230758186,thetao,W20p0,1,2
54,0.018187610168768464,0.3675613412949228,thetao,W30p0,1,10
20,0.015968410728013582,0.2231819270143821,thetao,W20p0,1,1
31,0.01418324954161354,0.2701342166256371,thetao,W30p0,4,1
2,0.013898149878463162,0.04690463331702277,thetao,W20p0,1,4
3,0.013832061346768398,0.06073669466379117,thetao,W20p0,1,5
55,0.012103580715349893,0.3796649220102727,thetao,W40p0,1,13
5,0.01160329839609242,0.07660766184576218,so,W10p0,4,2
28,0.011257944692619981,0.25149234632064743,so,W40p0,2,0
