N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
15,1,300.0,-0.22169609540978147,0.31253670991407795,0.1223794023690713,0.4802650210610576,2
10,0,300.0,-0.2668541240036053,0.35030659759136573,0.02420683650236205,0.32879768485278593,2
10,1,300.0,-0.278211891948589,0.38633666670403444,0.030560282539166567,0.4416921486719061,2
15,1,1000.0,-0.281492190351933,0.35047296163577507,0.11055673796592197,0.27260256949172923,2
15,0,300.0,-0.2933345790184633,0.3808633411317846,0.06460858895193548,0.3976114668445605,2
10,0,100.0,-0.3238543899787822,0.42073197055881756,0.04495654268977706,0.5214353366988776,2
10,1,1000.0,-0.3423179786929957,0.405744934298544,0.016424864464551547,0.22789710316709205,2
15,0,100.0,-0.3590809981441212,0.41697142522223407,0.08366938507746133,0.5666068989861577,2
5,1,1000.0,-0.3687394608118268,0.4573099732147983,-0.03998529660315531,0.20560280493415847,2
5,0,300.0,-0.38833130828139095,0.49977089196074964,-0.03626449776994947,0.3390240347185889,2
15,1,100.0,-0.4007172373828929,0.4436686944768915,0.13612328633435544,0.623020989941727,2
5,0,1000.0,-0.41116736191975534,0.4083783910250547,-0.0379984746599252,0.13471186860222625,2
15,0,1000.0,-0.412835508511914,0.457375268863508,0.05323730538396371,0.19438973910248158,2
10,0,1000.0,-0.41608291748896487,0.44639319540816236,0.013920970997556792,0.14517084288411738,2
10,1,100.0,-0.43375589711204715,0.5335761018810572,0.05412036639007034,0.6173252897660184,2
5,1,300.0,-0.4557234529288063,0.64820415968871,-0.03900610817904185,0.45287850992669443,2
10,0,30.0,-0.4881933461403993,0.5283631771831003,0.07537732602124579,0.681929884026673,2
15,0,30.0,-0.5731794025523292,0.4715089200930308,0.09691010089591867,0.6660287039182731,2
5,0,100.0,-0.6195294858300855,0.8142555905100659,-0.032570391407723,0.5984775374219015,2
15,1,30.0,-0.6314539191634523,0.5396372667385336,0.1406122372485698,0.7241020127669318,2
10,0,10.0,-0.6340494590542032,0.5914105864089154,0.09467614990104158,0.8051328769799099,2
10,1,30.0,-0.6376914233086842,0.7075330601811568,0.08675089729482975,0.7590847364034388,2
10,1,10.0,-0.7580531588455028,0.8027034748499227,0.11792828467779852,0.881033053064583,2
15,1,10.0,-0.7596959890204127,0.4557005724448129,0.13961069918774704,0.8274940462693577,2
10,0,3.0,-0.8059025777935059,0.6355615457704854,0.11774733369008143,0.9607206083750652,2
5,1,100.0,-0.8081428111670668,1.0320908694311346,-0.03714605229675444,0.6811719933509675,2
15,0,10.0,-0.8474827118391143,0.42359625561666137,0.08068416592233763,0.7285946031687875,2
15,1,3.0,-0.9367380201279258,0.31996145426789524,0.16342318526294142,0.9839846700364552,2
10,1,3.0,-0.9376119847028905,0.9011022905844353,0.15234715273197638,1.041756229351018,2
15,0,0.0001,-1.016000348412137,0.41760548264459796,0.23433369469928972,1.0388139057152412,2
15,0,0.001,-1.0167838360707449,0.4168226073284029,0.23413136153555827,1.038433920482169,2
15,0,0.01,-1.0244783050439628,0.40913372669236414,0.23213014977549207,1.034728556478503,2
5,0,30.0,-1.0409878727800388,1.2040012362155266,-0.027056174322846682,0.8105026313514374,2
10,0,1.0,-1.0432564594008185,0.5543408271070496,0.1506466472207159,1.1304327967028165,2
15,0,0.1,-1.0884104692932555,0.345205169853973,0.21414671691105222,1.0049525355481705,2
15,0,3.0,-1.1247104864838517,0.27627553270927663,0.08242487375486482,0.8169026235532133,2
5,1,30.0,-1.1596857545277308,1.349179379961763,-0.03456380962074079,0.7995602132500457,2
15,0,1.0,-1.224390994470024,0.20482929704692343,0.12883290332136244,0.8958385610388078,2
10,1,1.0,-1.2383864892206549,0.9328651487476453,0.17952714706716383,1.2171724853317607,2
15,1,1.0,-1.273241088585387,0.32757537784753843,0.2020537263399881,1.1631742878483173,2
5,1,10.0,-1.2939899520658475,1.4209367935592916,-0.03541583028181827,0.8162532967057357,2
5,0,10.0,-1.2984081484139578,1.3977593674490567,-0.026445041333443137,0.8904838014990415,2
5,1,3.0,-1.3586422948846444,1.3889036808150632,-0.04406234754955435,0.8174078567416659,2
5,1,1.0,-1.410064479551371,1.3558543005528476,-0.058493124513316785,0.8299990764207125,2
