var,lon,mode,lag,corr,abs_corr
thetao,W30p0,5,0,0.6278520335731289,0.6278520335731289
thetao,W40p0,3,0,-0.6077700575746393,0.6077700575746393
thetao,W40p0,4,0,-0.6039034422623902,0.6039034422623902
thetao,W30p0,5,2,0.5804711186917895,0.5804711186917895
thetao,W30p0,5,1,0.5505535499105941,0.5505535499105941
thetao,W40p0,2,21,0.5311749907803969,0.5311749907803969
thetao,W30p0,5,3,0.5241282739321119,0.5241282739321119
thetao,W40p0,2,20,0.5145841762718304,0.5145841762718304
so,W40p0,3,0,-0.51279484000558,0.51279484000558
thetao,W30p0,9,19,-0.5067013964364381,0.5067013964364381
thetao,W60p0,2,0,-0.5058549775860718,0.5058549775860718
so,W10p0,5,13,0.5057869727330313,0.5057869727330313
thetao,W40p0,4,1,-0.5006186377024339,0.5006186377024339
thetao,W10p0,6,14,-0.5000674840240117,0.5000674840240117
thetao,W20p0,5,19,0.49707809960332394,0.49707809960332394
thetao,W10p0,9,4,-0.48980499080944456,0.48980499080944456
thetao,W10p0,9,5,-0.4827096466822187,0.4827096466822187
thetao,W40p0,5,20,0.47650034232047755,0.47650034232047755
thetao,W30p0,9,20,-0.47595404933815894,0.47595404933815894
thetao,W10p0,6,13,-0.4720798972268451,0.4720798972268451
thetao,W60p0,7,25,0.47204691187617576,0.47204691187617576
so,W10p0,5,12,0.46670478786461783,0.46670478786461783
thetao,W40p0,2,22,0.466183086690407,0.466183086690407
so,W40p0,5,22,0.46003197100002285,0.46003197100002285
so,W30p0,3,0,0.45807894203326127,0.45807894203326127
so,W60p0,1,4,0.4572842306578872,0.4572842306578872
so,W60p0,1,3,0.4572610433061432,0.4572610433061432
thetao,W10p0,9,3,-0.45631389679927153,0.45631389679927153
so,W40p0,5,23,0.4555370624057355,0.4555370624057355
so,W10p0,5,11,0.45359793976319196,0.45359793976319196
thetao,W20p0,5,20,0.4519675408035046,0.4519675408035046
thetao,W30p0,3,22,-0.4484552761509403,0.4484552761509403
so,W20p0,6,21,-0.44573035331013494,0.44573035331013494
thetao,W30p0,1,16,-0.4448549675698739,0.4448549675698739
thetao,W40p0,5,21,0.44376170224781364,0.44376170224781364
thetao,W30p0,10,5,-0.44251909968099934,0.44251909968099934
thetao,W30p0,7,8,0.4424936763287027,0.4424936763287027
thetao,W20p0,5,18,0.44229047016118406,0.44229047016118406
so,W10p0,5,14,0.44117323037184514,0.44117323037184514
thetao,W40p0,4,2,-0.4372857699045899,0.4372857699045899
thetao,W30p0,1,15,-0.4370718339093751,0.4370718339093751
thetao,W60p0,1,0,0.43697929348604686,0.43697929348604686
thetao,W10p0,9,6,-0.43597345592415515,0.43597345592415515
so,W40p0,3,1,-0.43313379734635155,0.43313379734635155
thetao,W10p0,6,15,-0.43305324045375415,0.43305324045375415
thetao,W30p0,7,9,0.4319111938207795,0.4319111938207795
so,W20p0,10,12,-0.431176876147708,0.431176876147708
thetao,W30p0,1,17,-0.42999412568566997,0.42999412568566997
so,W30p0,6,0,0.42594739809480775,0.42594739809480775
thetao,W30p0,1,14,-0.42425777944813736,0.42425777944813736
so,W40p0,5,21,0.4232895390966189,0.4232895390966189
so,W40p0,1,0,0.42281134124479575,0.42281134124479575
thetao,W30p0,1,13,-0.42225552113660775,0.42225552113660775
thetao,W30p0,5,16,-0.4199883054373713,0.4199883054373713
thetao,W30p0,5,4,0.41982558687887933,0.41982558687887933
