late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.6213128236468377,0.5294594254776269,0.7671627682305631,0.2238244040711782,0.5294594254776268,0.7671627682305631,2,5
