alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-4.004510364010382,4.638107963398239,3
10.0,-4.094712686968339,4.350763013801922,3
40.0,-4.096290996734764,4.6348101356758855,3
50.0,-4.183772402639319,4.625366267924397,3
60.0,-4.260915324950937,4.6164284908963555,3
70.0,-4.327641503945183,4.609266644136272,3
100.0,-4.478665159647298,4.596955708535735,3
5.0,-4.6480195240381965,3.789597600564539,3
300.0,-4.826099103633447,4.596481615961861,3
4.0,-4.909647430222307,3.5670664317143395,3
3.0,-5.297829471099394,3.292442905132453,3
1.0,-7.023923846795209,3.195692312051499,3
0.3,-8.492798433194984,4.36749085218308,3
0.1,-9.134292684387665,5.036359682527582,3
0.03,-9.396381554148505,5.3216645156141125,3
0.01,-9.47552175801567,5.40875002794919,3
