year,value
1850,2.222889559708466
1851,2.620077777839622
1852,1.4591188256650416
1853,2.6989309448795566
1854,4.197459397265361
1855,3.3243776133551974
1856,2.8819018595590866
1857,0.9053773694664163
1858,0.7998541340542353
1859,2.499789019295409
1860,2.6131045603490306
1861,3.165758570817199
1862,3.9680440246041084
1863,4.359683852226531
1864,5.914905810997101
1865,6.467350743287786
1866,4.350979843479493
1867,3.8144961353545757
1868,3.3977547112600694
1869,4.5140222962992915
1870,3.2696606753751416
1871,1.6250674771924238
1872,3.170699060382519
1873,3.043725220727468
1874,1.9686844406839743
1875,2.8926989908272605
1876,2.6487666512799786
1877,2.0855622671771084
1878,1.2089529674586939
1879,1.320103800823175
1880,1.8015938607744408
1881,1.0329172836506766
1882,-1.6775801556281977
1883,-0.34911083119124653
1884,-0.9161025803570294
1885,1.3087687577778253
1886,-0.03656840024648863
1887,0.7925308062995529
1888,1.9574891565988153
1889,1.3453963597299587
1890,1.1664838618589009
1891,0.6152774976902907
1892,1.314528460856812
1893,0.3577554711961827
1894,-0.15934799370846112
1895,0.8845315946137119
1896,-0.5370072748768048
1897,-1.5515793503254032
1898,-2.1375675417685516
1899,-2.9106940575471527
1900,-1.0153925230329808
1901,-1.2766958197701304
1902,-2.320631442205162
1903,-2.3403267617285626
1904,-2.5503499891420613
1905,-3.7146389959088992
1906,-4.530143066725953
1907,-3.27945166930375
1908,-1.3504012716093174
1909,-3.9884216639391905
1910,-1.6402839460999243
1911,1.710083698833589
1912,3.1712951913089293
1913,2.1530304409192293
1914,0.7846030899771929
1915,-0.5514868176700098
1916,-2.040857914728306
1917,-1.0220784932157996
1918,0.07805563346308549
1919,0.29263508433116153
1920,-0.8771791803216299
1921,0.9824365254417338
1922,0.5240526990883108
1923,1.4836713588994754
1924,2.3996420281131328
1925,0.15438576699270615
1926,0.20403001119727182
1927,1.9330025382613745
1928,2.460264144533459
1929,4.787401197432229
1930,3.0254273157261835
1931,2.619608362305394
1932,0.38784750240268423
1933,1.2256367577968872
1934,1.416774413855563
1935,0.0682120094611493
1936,1.6052733028036863
1937,-0.6300644475215571
1938,0.7540061779638431
1939,0.4083281037356707
1940,0.44683212026090957
1941,2.4085193317669638
1942,1.323440626287003
1943,-1.609988798001982
1944,0.8980377831066854
1945,-0.6715891482842001
1946,-1.2599915614469317
1947,0.04142013591714552
1948,-0.6781621085974128
1949,-1.537202231720553
1950,-1.9203385857639839
1951,-4.007612872681313
1952,-4.642004721140507
1953,-2.93307603790782
1954,-3.1697646584746226
1955,-2.7444367507813823
1956,-2.1132808211964886
1957,-0.2741337464773483
1958,-1.7173941698624302
1959,-2.096439026869289
1960,-1.9606790634743805
1961,-2.8545831853889263
1962,-2.9291241114351747
1963,-3.0116393918427677
1964,-2.4731053391542708
1965,-2.660936926448157
1966,-4.342793612381534
1967,-3.0776429629298625
1968,-2.4608062324942277
1969,-2.489641319914046
1970,-4.060078095294171
1971,-2.5423215832216033
1972,-2.870931489620433
1973,-3.176598432448253
1974,-2.49447127019111
1975,-2.749188517549407
1976,-5.164067300102338
1977,-3.9514819130206926
1978,-4.722010864172533
1979,-5.371816953397888
1980,-7.934934297320467
1981,-6.697266802173249
1982,-6.974925009017678
1983,-6.3780268486442
1984,-6.4105825490785175
1985,-7.6699565554338305
1986,-7.046702373025326
1987,-7.416708655842377
1988,-7.870496693506832
1989,-6.22789413733404
1990,-4.269061593277928
1991,-2.678772426669605
1992,-0.9848866665534876
1993,-2.5189006685986404
1994,-3.480223878272906
1995,-6.713795371451527
1996,-3.3455246421762093
1997,0.042575242912253015
1998,-0.06809923708576968
1999,1.812472798816333
2000,4.103302427552649
2001,2.1717314704414616
2002,2.3839481165272094
2003,2.134573357184474
2004,1.3091750209692146
2005,2.2151240102883007
2006,3.0332749776497834
2007,2.8129997301638605
2008,3.6307655890479995
2009,9.638779604847162
2010,9.02390889920295
2011,11.067947943009855
2012,11.300880827953032
2013,13.681614407465908
2014,12.731798274783634
