n,feature,score,curve_r2
1,so W20p0 EOF1 lag10,,0.0582825066108945
2,so W10p0 EOF1 lag2,,0.3333978026566334
3,so W10p0 EOF1 lag1,,0.3295429638350334
4,so W20p0 EOF1 lag9,,0.371960240434718
5,so W20p0 EOF1 lag11,,0.3718857522225017
6,so W10p0 EOF1 lag3,,0.4667318886999629
7,so W20p0 EOF1 lag12,,0.466919154138454
8,so W10p0 EOF1 lag0,,0.4728752081207936
9,so W30p0 EOF1 lag11,,0.4754068981782745
10,so W30p0 EOF1 lag10,,0.4968318001460224
