alpha,mean_cv_r2,std_cv_r2,n_folds_used
3.0,-1.8203401108720485,2.264940150332841,3
4.0,-1.831061706896777,2.3145330098304013,3
5.0,-1.8503252287018317,2.3561760807934284,3
1.0,-1.8617473004089824,2.1137781177235984,3
0.3,-1.9412473808712996,1.9973055335165513,3
0.1,-1.9867603257294952,1.9356900356665439,3
10.0,-1.9973039513868498,2.499019277619983,3
0.03,-2.00780298979531,1.9070532830770606,3
0.01,-2.0144805762065627,1.8979208702063797,3
30.0,-2.6151312311856683,2.7259976362056975,3
40.0,-2.8573429401404,2.7805986473946165,3
50.0,-3.0605984301000824,2.822682474080107,3
60.0,-3.232675346859455,2.857513005599597,3
70.0,-3.379854434386818,2.8875405418923363,3
100.0,-3.715240928292486,2.959329840106193,3
300.0,-4.5387053827538235,3.1735881437950155,3
