n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.2138188119845561,0.46325827900448713,so,W20p0,6,13
4,0.06800186052267243,0.5733986444565524,so,W20p0,6,12
11,0.06199264313740671,0.7695115163135489,thetao,W40p0,6,1
3,0.04213850492939286,0.50539678393388,so,W60p0,1,1
5,0.035088488885624325,0.6084871333421767,thetao,W40p0,10,1
10,0.03196359434792484,0.7075188731761421,thetao,W40p0,6,2
9,0.029615445022803444,0.6755552788282173,so,W20p0,6,14
6,0.016339524131713024,0.6248266574738898,so,W60p0,2,0
8,0.015777482704478873,0.6459398338054139,so,W40p0,2,3
20,0.012803062668572451,0.833402361357505,thetao,W30p0,2,15
19,0.011827304757405788,0.8205992986889326,thetao,W60p0,9,1
12,0.011072382165552841,0.7805838984791017,so,W40p0,2,4
