alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-0.16198503966897268,0.27315169619301854,3
40.0,-0.2087646455964974,0.21393054255364843,3
50.0,-0.3298503695248072,0.1619391081091904,3
60.0,-0.47799924473952426,0.18531610753572442,3
70.0,-0.6325203586727545,0.27245895561935657,3
10.0,-1.0008487078909158,0.45445097616033475,3
100.0,-1.063968676462735,0.5914946321176308,3
5.0,-1.9338404528947686,1.0293336978659102,3
4.0,-2.2321293186714954,1.2345502585829835,3
300.0,-2.4711017832338915,1.7474910086853601,3
3.0,-2.5972932213078046,1.4914769086100441,3
1.0,-3.6851438639800995,2.26297679822999,3
0.3,-4.299687525954388,2.6815633513404347,3
0.1,-4.52198568491231,2.827186348420876,3
0.03,-4.606832560019995,2.881887394587904,3
0.01,-4.631839141732759,2.897917463196792,3
