k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.18500597846040823,0.43013467191416316,-1.5803232425361053,-0.40832671062112863,0,so W20p0 EOF7 lag17,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r13i1p1f1
2,0.28258260342321684,0.5315972960021803,-1.3773983452222818,-0.10996851576058644,"0,6",so W20p0 EOF7 lag17 | thetao W60p0 EOF9 lag9,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r13i1p1f1
3,0.34002628616521835,0.5831322049220063,-1.0984433932602213,0.14140935246560568,"0,6,12",so W20p0 EOF7 lag17 | thetao W60p0 EOF9 lag9 | so W40p0 EOF4 lag7,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r13i1p1f1
