n_features,post_r2,delta_r2
1,0.27227897598177053,
2,0.3734225366018725,0.10114356062010199
3,0.37901240674814884,0.005589870146276321
4,0.5681847055394871,0.18917229879133823
5,0.750608786029666,0.18242408049017889
6,0.759376773937797,0.008767987908131047
7,0.7871054981616665,0.027728724223869516
8,0.7971746763208176,0.010069178159151093
9,0.812869025682781,0.015694349361963345
10,0.812870121864607,1.0961818260879497e-06
11,0.8130046359894721,0.00013451412486509273
12,0.9301628963597663,0.1171582603702942
13,0.9477828659821423,0.017619969622375997
14,0.950311947776057,0.002529081793914645
15,0.9510132703648058,0.0007013225887487762
16,0.9510284973115072,1.5226946701418775e-05
17,0.9561615093233681,0.0051330120118608935
18,0.9581011184972337,0.0019396091738655974
19,0.958094108930352,-7.009566881710505e-06
20,0.9617715894004639,0.00367748047011196
21,0.9635107206335582,0.0017391312330943265
22,0.96428672572701,0.0007760050934517704
23,0.9749372068932655,0.010650481166255443
24,0.9803554574420047,0.005418250548739234
25,0.9996733112083159,0.019317853766311233
26,0.9996342324185218,-3.90787897941447e-05
27,0.9998652618253481,0.00023102940682628859
28,0.9999710050165258,0.00010574319117773179
29,0.9999767728564236,5.767839897807825e-06
30,0.9999764295423064,-3.4331411724597416e-07
31,0.9999765329686446,1.0342633827153946e-07
32,0.9999774576535849,9.246849402844148e-07
33,0.9999769078294828,-5.498241021362205e-07
34,0.999979687007502,2.7791780191632753e-06
35,0.999980254510842,5.675033400986962e-07
36,0.9999912375102297,1.0982999387620929e-05
37,0.9999931976946878,1.960184458082992e-06
38,0.9999964541858968,3.2564912090249365e-06
39,0.9999965374866208,8.330072398532451e-08
40,0.9999967998909497,2.624043289323197e-07
41,0.9999969021156155,1.0222466584330903e-07
42,0.9999969699559362,6.784032069440116e-08
43,0.9999971136008056,1.4364486933260423e-07
44,0.9999971587904456,4.51896400299745e-08
45,0.9999971456478142,-1.3142631427598417e-08
46,0.9999972083781493,6.273033514858639e-08
47,0.9999972359326548,2.7554505455107403e-08
48,0.9999977450349201,5.091022653447297e-07
49,0.9999985248276794,7.797927592534393e-07
50,0.9999985395399807,1.4712301377173276e-08
51,0.9999986462457706,1.0670578987070911e-07
52,0.99999885104181,2.0479603934919766e-07
53,0.9999992544688892,4.0342707918750165e-07
54,0.9999993071822627,5.2713373555057785e-08
55,0.9999993121932861,5.011023374024148e-09
56,0.9999993051804563,-7.012829761343653e-09
57,0.9999994221550169,1.1697456059334144e-07
58,0.9999994216473942,-5.076227216349594e-10
59,0.9999994340680916,1.2420697359516453e-08
60,0.9999994404302526,6.36216102023468e-09
