n,delta_r2,post_r2,var,lon_tag,mode,lag
4,0.18917229879133823,0.5681847055394871,so,W10p0,2,0
5,0.18242408049017889,0.750608786029666,so,W10p0,1,2
12,0.1171582603702942,0.9301628963597663,thetao,W20p0,2,5
2,0.10114356062010199,0.3734225366018725,so,W60p0,1,1
7,0.027728724223869516,0.7871054981616665,thetao,W30p0,1,5
25,0.019317853766311233,0.9996733112083159,so,W20p0,3,0
13,0.017619969622375997,0.9477828659821423,so,W20p0,1,5
9,0.015694349361963345,0.812869025682781,thetao,W40p0,6,2
23,0.010650481166255443,0.9749372068932655,so,W10p0,1,4
8,0.010069178159151093,0.7971746763208176,thetao,W30p0,1,4
