n,delta_r2,post_r2,var,lon_tag,mode,lag
17,0.026708446718012313,0.14190045724618117,thetao,W60p0,3,14
29,0.023969677327142613,0.2585926210551287,so,W20p0,2,0
9,0.023612751030606338,0.05431989406986604,so,W10p0,2,1
34,0.02004265169089492,0.30818030665240026,thetao,W60p0,9,0
10,0.020001776457567066,0.0743216705274331,so,W40p0,1,0
18,0.019315018858823585,0.16121547610500475,so,W20p0,6,19
32,0.018960582747070798,0.283036406144052,thetao,W60p0,3,15
37,0.01796943803886686,0.3273869022628926,thetao,W20p0,1,6
26,0.01787668228964512,0.2170380184102656,thetao,W20p0,1,7
14,0.017743540725184026,0.09744228578497394,so,W10p0,2,0
16,0.017124045820854694,0.11519201052816885,so,W60p0,1,2
3,0.014834616965782144,0.02404950135440298,so,W60p0,1,0
49,0.014367422102650074,0.3785312158252194,thetao,W20p0,1,5
54,0.011931556266425614,0.39219697116268737,thetao,W20p0,3,2
28,0.010776745599045956,0.2346229437279861,thetao,W60p0,10,17
41,0.010603745080355442,0.3451642512774289,thetao,W60p0,10,16
25,0.01006910717923526,0.19916133612062048,so,W10p0,10,1
