k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used
1,0.75894721956629,0.8711976790521112,-1.6065670190465067,0.8652776512293165,0,thetao W40p0 EOF2 lag0,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
2,0.8197107068342171,0.9053868621896418,0.3518202686116729,0.9403129051748214,"1,15",thetao W40p0 EOF2 lag1 | thetao W10p0 EOF2 lag1,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
3,0.8396649231556577,0.9163375349332098,0.391137158976527,0.9450675204506807,"2,15,49",thetao W40p0 EOF2 lag2 | thetao W10p0 EOF2 lag1 | thetao W30p0 EOF5 lag9,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
