n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.4319278023670277
2,thetao W20p0 EOF1 lag3,,0.5205144469432467
3,so W30p0 EOF1 lag4,,0.5177145900868518
4,thetao W20p0 EOF1 lag2,,0.5794844348445141
5,thetao W60p0 EOF2 lag0,,0.622887938809292
6,so W30p0 EOF1 lag5,,0.6224693129096732
7,so W30p0 EOF1 lag3,,0.6213851908073107
8,thetao W20p0 EOF1 lag4,,0.6441819207081251
9,thetao W30p0 EOF4 lag3,,0.646432907316052
10,thetao W30p0 EOF4 lag0,,0.6504818680360702
