n,feature,score,curve_r2
1,thetao W40p0 EOF6 lag1,,0.0246432583161381
2,thetao W10p0 EOF1 lag20,,0.0348935120217256
3,thetao W10p0 EOF1 lag19,,0.0506483732007124
4,thetao W40p0 EOF6 lag2,,0.0919608626493508
5,thetao W40p0 EOF6 lag0,,0.0955465325505644
6,thetao W40p0 EOF6 lag3,,0.1314354102703544
7,thetao W10p0 EOF1 lag18,,0.1462531664375949
8,thetao W20p0 EOF1 lag0,,0.1712955696771891
9,so W30p0 EOF1 lag20,,0.1771876747152944
10,thetao W60p0 EOF3 lag2,,0.2046526839507797
