late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-1.2299762647336236,0.5987847222924597,0.4663067322293339,0.3409927257996924,0.5987847222924598,0.4663067322293339,7,5
