var,lon,mode,lag,corr,abs_corr
thetao,W30p0,5,0,0.6547938806961766,0.6547938806961766
thetao,W40p0,3,7,0.6057330485103226,0.6057330485103226
thetao,W30p0,5,1,0.5863373779239086,0.5863373779239086
thetao,W30p0,5,2,0.5735678255959781,0.5735678255959781
so,W40p0,3,0,-0.5655142232175753,0.5655142232175753
thetao,W40p0,1,9,-0.56454298191615,0.56454298191615
thetao,W40p0,4,0,-0.5574684517768608,0.5574684517768608
thetao,W30p0,1,13,-0.5528866454287904,0.5528866454287904
thetao,W30p0,1,12,-0.5391063926733761,0.5391063926733761
thetao,W40p0,3,8,0.5379572342890051,0.5379572342890051
thetao,W30p0,1,11,-0.5346666819647803,0.5346666819647803
so,W40p0,1,9,-0.5319832557307381,0.5319832557307381
thetao,W40p0,3,9,0.5243253299764291,0.5243253299764291
thetao,W30p0,1,10,-0.5232751200687368,0.5232751200687368
thetao,W40p0,1,12,-0.52075444178148,0.52075444178148
thetao,W30p0,3,6,0.5161872281600361,0.5161872281600361
thetao,W40p0,1,10,-0.5123140441605081,0.5123140441605081
thetao,W40p0,1,11,-0.508839508243088,0.508839508243088
thetao,W30p0,2,7,0.504527290960275,0.504527290960275
thetao,W30p0,3,7,0.5026304907209223,0.5026304907209223
thetao,W40p0,3,10,0.5011439859415403,0.5011439859415403
thetao,W40p0,1,8,-0.49519781979243616,0.49519781979243616
so,W60p0,1,1,0.4950058940314903,0.4950058940314903
thetao,W30p0,3,4,0.493078438647033,0.493078438647033
thetao,W20p0,7,0,-0.4920270730522405,0.4920270730522405
thetao,W20p0,1,4,0.48872298176963597,0.48872298176963597
thetao,W30p0,1,14,-0.48655767351593565,0.48655767351593565
thetao,W40p0,4,23,-0.4865067786763211,0.4865067786763211
thetao,W30p0,3,5,0.48547294387095974,0.48547294387095974
so,W40p0,1,11,-0.48449070906303654,0.48449070906303654
so,W40p0,1,10,-0.48365404730942374,0.48365404730942374
so,W60p0,1,24,0.4830533834411019,0.4830533834411019
so,W30p0,2,9,-0.4791313850842292,0.4791313850842292
thetao,W30p0,1,9,-0.47881268123010357,0.47881268123010357
thetao,W60p0,3,11,-0.4784733205768905,0.4784733205768905
so,W40p0,3,23,-0.477271555803355,0.477271555803355
so,W60p0,1,0,0.4757467536994653,0.4757467536994653
so,W30p0,2,13,-0.4745470652110256,0.4745470652110256
thetao,W20p0,1,3,0.47300990400033216,0.47300990400033216
