n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.1273832068153612
2,so W60p0 EOF1 lag0,,0.1708491053083888
3,thetao W60p0 EOF2 lag0,,0.1732436077585489
4,so W60p0 EOF1 lag1,,0.1716272982645398
5,so W40p0 EOF2 lag0,,0.2475900378791383
6,thetao W30p0 EOF9 lag20,,0.2514322748493729
7,so W30p0 EOF1 lag4,,0.3504197085677382
8,so W30p0 EOF1 lag3,,0.3931357923379137
9,so W40p0 EOF2 lag1,,0.4105170886039654
10,so W60p0 EOF1 lag2,,0.4156897019744263
