var,lon,mode0,mode,lag,corr,abs_corr
thetao,W40p0,1,2,10,-0.5814712864314232,0.5814712864314232
so,W10p0,7,8,7,-0.5814353014777817,0.5814353014777817
thetao,W20p0,2,3,9,-0.5807333543942311,0.5807333543942311
thetao,W10p0,2,3,11,0.5802180979522998,0.5802180979522998
thetao,W40p0,3,4,23,0.5801837569353259,0.5801837569353259
so,W60p0,1,2,15,-0.5801534293053784,0.5801534293053784
thetao,W20p0,1,2,3,-0.5800377451936055,0.5800377451936055
thetao,W40p0,2,3,25,-0.5794966611317844,0.5794966611317844
thetao,W20p0,1,2,17,-0.5793629007894704,0.5793629007894704
so,W30p0,1,2,2,-0.5791763601237854,0.5791763601237854
so,W30p0,1,2,1,-0.57912051561421,0.57912051561421
thetao,W60p0,2,3,14,0.578976049725404,0.578976049725404
so,W10p0,3,4,4,0.5788005340061888,0.5788005340061888
so,W10p0,3,4,25,0.5782110251549013,0.5782110251549013
so,W30p0,8,9,25,0.5781934273729101,0.5781934273729101
so,W30p0,4,5,11,0.5781051079117856,0.5781051079117856
thetao,W30p0,2,3,19,0.5779385116601076,0.5779385116601076
thetao,W40p0,1,2,9,-0.5777761136796679,0.5777761136796679
thetao,W20p0,1,2,23,-0.5777367511718152,0.5777367511718152
so,W20p0,9,10,5,-0.5775710521699353,0.5775710521699353
thetao,W60p0,3,4,17,-0.577557933148623,0.577557933148623
thetao,W20p0,1,2,20,-0.5775479363679736,0.5775479363679736
thetao,W30p0,3,4,4,0.5773205543095717,0.5773205543095717
thetao,W20p0,2,3,7,-0.5771493510295486,0.5771493510295486
so,W30p0,8,9,6,0.5770413773408971,0.5770413773408971
so,W30p0,4,5,20,0.5767170446060719,0.5767170446060719
thetao,W20p0,2,3,6,-0.5766664940515738,0.5766664940515738
so,W10p0,3,4,1,0.5762758228557249,0.5762758228557249
so,W60p0,0,1,7,0.5761710712857946,0.5761710712857946
thetao,W10p0,1,2,21,-0.5758521287130957,0.5758521287130957
thetao,W20p0,1,2,25,-0.5757661278602964,0.5757661278602964
so,W60p0,8,9,24,0.5756036166453424,0.5756036166453424
thetao,W10p0,1,2,23,-0.5754482701387861,0.5754482701387861
so,W30p0,4,5,13,0.5753540927827845,0.5753540927827845
so,W20p0,8,9,21,0.5751410189069066,0.5751410189069066
so,W20p0,9,10,6,-0.5750495002777347,0.5750495002777347
thetao,W60p0,0,1,20,-0.5748353856030571,0.5748353856030571
so,W20p0,3,4,2,0.5746182480678256,0.5746182480678256
thetao,W10p0,1,2,20,-0.5745849830664793,0.5745849830664793
thetao,W30p0,8,9,7,-0.5744170753259756,0.5744170753259756
thetao,W40p0,6,7,18,0.5739848721920685,0.5739848721920685
thetao,W30p0,2,3,22,0.5737743784233171,0.5737743784233171
thetao,W60p0,2,3,23,0.5736055478657586,0.5736055478657586
so,W40p0,2,3,12,-0.5734257445616876,0.5734257445616876
thetao,W20p0,2,3,8,-0.5733482057468644,0.5733482057468644
thetao,W20p0,2,3,5,-0.5731875783347131,0.5731875783347131
thetao,W60p0,8,9,24,-0.5727862769201116,0.5727862769201116
so,W10p0,7,8,12,-0.5723324019775667,0.5723324019775667
thetao,W60p0,4,5,20,-0.5721337708401807,0.5721337708401807
so,W30p0,4,5,10,0.572016738403256,0.572016738403256
so,W30p0,8,9,2,0.5719625117854309,0.5719625117854309
so,W60p0,1,2,13,-0.5717523192857523,0.5717523192857523
so,W30p0,1,2,9,-0.5716700671605008,0.5716700671605008
thetao,W60p0,9,10,12,-0.5716519590158595,0.5716519590158595
so,W20p0,9,10,13,-0.5716094731093417,0.5716094731093417
thetao,W60p0,0,1,21,-0.5713090049576599,0.5713090049576599
thetao,W60p0,4,5,21,-0.5707494468268915,0.5707494468268915
so,W20p0,8,9,15,0.5703291906190818,0.5703291906190818
thetao,W40p0,3,4,24,0.5697363167662098,0.5697363167662098
so,W30p0,8,9,4,0.5695130736570312,0.5695130736570312
thetao,W40p0,1,2,8,-0.5692678336916834,0.5692678336916834
thetao,W10p0,1,2,25,-0.5688849968986086,0.5688849968986086
thetao,W60p0,5,6,1,-0.5680842006679137,0.5680842006679137
so,W10p0,3,4,20,0.5676916717565691,0.5676916717565691
thetao,W40p0,3,4,17,0.567621169822958,0.567621169822958
so,W20p0,8,9,19,0.5675935937998421,0.5675935937998421
so,W20p0,8,9,22,0.5675640090498938,0.5675640090498938
thetao,W20p0,1,2,14,-0.5670899114926367,0.5670899114926367
so,W10p0,7,8,11,-0.5670167452709335,0.5670167452709335
thetao,W20p0,1,2,24,-0.5669822845673529,0.5669822845673529
thetao,W60p0,8,9,22,-0.5666132832332124,0.5666132832332124
thetao,W10p0,8,9,5,-0.5663500183030956,0.5663500183030956
thetao,W40p0,7,8,14,-0.5656533798308762,0.5656533798308762
thetao,W10p0,1,2,24,-0.5651107256155112,0.5651107256155112
thetao,W60p0,0,1,22,-0.5650282025761018,0.5650282025761018
thetao,W20p0,1,2,13,-0.5649576152983877,0.5649576152983877
thetao,W10p0,3,4,17,0.5648250226599851,0.5648250226599851
so,W30p0,1,2,7,-0.564756898096554,0.564756898096554
thetao,W60p0,2,3,22,0.5647028177365421,0.5647028177365421
thetao,W40p0,4,5,13,0.5640390298385686,0.5640390298385686
so,W40p0,6,7,25,-0.5633304834209919,0.5633304834209919
thetao,W60p0,9,10,14,-0.5633225661360256,0.5633225661360256
so,W60p0,8,9,19,0.5632710426154549,0.5632710426154549
thetao,W10p0,2,3,10,0.5632681156723138,0.5632681156723138
so,W30p0,4,5,19,0.5631681814272719,0.5631681814272719
thetao,W40p0,3,4,16,0.5631273908144346,0.5631273908144346
thetao,W30p0,3,4,3,0.5630510739223085,0.5630510739223085
thetao,W20p0,1,2,21,-0.5625806786260839,0.5625806786260839
thetao,W60p0,9,10,0,-0.5625249132249288,0.5625249132249288
so,W30p0,4,5,12,0.5625237267752252,0.5625237267752252
so,W20p0,2,3,10,0.5621438121124922,0.5621438121124922
thetao,W30p0,1,2,14,-0.5620164705298721,0.5620164705298721
thetao,W20p0,8,9,1,-0.5618674649359712,0.5618674649359712
thetao,W20p0,4,5,13,0.5617281436181096,0.5617281436181096
so,W10p0,7,8,14,-0.5615703538373058,0.5615703538373058
so,W10p0,3,4,22,0.5614956910070166,0.5614956910070166
thetao,W60p0,2,3,21,0.5612902673660198,0.5612902673660198
so,W40p0,3,4,16,-0.560913062871297,0.560913062871297
so,W30p0,8,9,24,0.5607032732028915,0.5607032732028915
so,W10p0,3,4,23,0.5607013924582541,0.5607013924582541
so,W10p0,7,8,13,-0.5606561025823343,0.5606561025823343
thetao,W40p0,1,2,7,-0.5601728684601845,0.5601728684601845
thetao,W10p0,8,9,6,-0.559752076728796,0.559752076728796
thetao,W20p0,2,3,4,-0.5595051718485183,0.5595051718485183
so,W60p0,8,9,16,0.5590966038306407,0.5590966038306407
so,W10p0,3,4,21,0.5590274917722065,0.5590274917722065
so,W20p0,9,10,4,-0.558506601788609,0.558506601788609
so,W30p0,1,2,16,-0.5582528600647334,0.5582528600647334
so,W20p0,2,3,2,0.5578771153689384,0.5578771153689384
thetao,W60p0,2,3,7,0.5576604830009928,0.5576604830009928
so,W20p0,8,9,17,0.5570534822142136,0.5570534822142136
thetao,W40p0,6,7,15,0.5566776848315051,0.5566776848315051
thetao,W10p0,1,2,17,-0.5566171549939231,0.5566171549939231
thetao,W40p0,1,2,0,-0.5561057021858848,0.5561057021858848
so,W30p0,4,5,21,0.5547468372262472,0.5547468372262472
so,W20p0,6,7,12,0.5547408404179208,0.5547408404179208
thetao,W30p0,6,7,25,-0.5541133010327274,0.5541133010327274
so,W30p0,8,9,1,0.5531814570809549,0.5531814570809549
so,W60p0,1,2,12,-0.5530236648036324,0.5530236648036324
thetao,W60p0,2,3,24,0.5529579652472205,0.5529579652472205
so,W20p0,9,10,8,-0.5528049810840474,0.5528049810840474
thetao,W10p0,1,2,18,-0.5523993691280169,0.5523993691280169
thetao,W40p0,1,2,5,-0.5522279110771435,0.5522279110771435
so,W30p0,4,5,3,0.5520427267850356,0.5520427267850356
thetao,W20p0,8,9,0,-0.5518839986671784,0.5518839986671784
thetao,W30p0,1,2,7,-0.5514926428993412,0.5514926428993412
so,W10p0,3,4,24,0.5511794354333135,0.5511794354333135
so,W10p0,8,9,14,0.5505742336760432,0.5505742336760432
so,W30p0,1,2,10,-0.5499166644386709,0.5499166644386709
thetao,W60p0,4,5,16,-0.5498902555065206,0.5498902555065206
thetao,W30p0,3,4,2,0.5497098585225354,0.5497098585225354
thetao,W20p0,4,5,12,0.549225125349405,0.549225125349405
so,W10p0,8,9,22,0.5491637874260598,0.5491637874260598
thetao,W10p0,8,9,8,-0.5489879034057096,0.5489879034057096
so,W30p0,8,9,9,0.5483904745786269,0.5483904745786269
thetao,W20p0,8,9,10,-0.5480403361971757,0.5480403361971757
thetao,W40p0,3,4,21,0.5478889829317293,0.5478889829317293
so,W60p0,1,2,11,-0.5478057859855073,0.5478057859855073
thetao,W30p0,1,2,6,-0.5477101199436489,0.5477101199436489
thetao,W10p0,8,9,7,-0.5474289536462259,0.5474289536462259
so,W60p0,8,9,17,0.5473926128629238,0.5473926128629238
so,W30p0,8,9,8,0.5472195337257737,0.5472195337257737
thetao,W60p0,4,5,14,-0.5467319679190735,0.5467319679190735
thetao,W60p0,0,1,19,-0.546689186582268,0.546689186582268
thetao,W60p0,4,5,23,-0.5464204636294367,0.5464204636294367
thetao,W60p0,2,3,20,0.5464064509815917,0.5464064509815917
thetao,W10p0,2,3,9,0.5460560625405271,0.5460560625405271
thetao,W30p0,1,2,1,-0.5460147468587493,0.5460147468587493
thetao,W60p0,2,3,15,0.5459638077379951,0.5459638077379951
thetao,W60p0,9,10,17,-0.5457847893825221,0.5457847893825221
thetao,W30p0,8,9,2,-0.5456970968272448,0.5456970968272448
thetao,W60p0,2,3,19,0.5456879537517094,0.5456879537517094
so,W10p0,7,8,19,-0.5455560777804704,0.5455560777804704
so,W40p0,3,4,14,-0.5453857889676647,0.5453857889676647
thetao,W20p0,8,9,11,-0.5451453635115845,0.5451453635115845
so,W20p0,9,10,3,-0.5451287803585483,0.5451287803585483
thetao,W20p0,2,3,3,-0.5449886903398947,0.5449886903398947
so,W30p0,7,8,9,0.5449522596588173,0.5449522596588173
so,W30p0,4,5,6,0.5448413246136752,0.5448413246136752
so,W30p0,8,9,10,0.5446106949010807,0.5446106949010807
thetao,W10p0,1,2,16,-0.5439711958968637,0.5439711958968637
thetao,W10p0,1,2,19,-0.5434808406972541,0.5434808406972541
so,W20p0,2,3,1,0.5434114279935884,0.5434114279935884
so,W60p0,1,2,10,-0.5432918630294824,0.5432918630294824
thetao,W40p0,3,4,18,0.5424621551400693,0.5424621551400693
thetao,W40p0,3,4,14,0.5424156008882481,0.5424156008882481
so,W30p0,1,2,21,-0.5422674538506647,0.5422674538506647
thetao,W40p0,3,4,22,0.5419451252054814,0.5419451252054814
so,W40p0,3,4,13,-0.5418140700483551,0.5418140700483551
so,W20p0,2,3,3,0.5414009576103185,0.5414009576103185
so,W20p0,2,3,13,0.5411875895604493,0.5411875895604493
thetao,W30p0,6,7,21,-0.5410812948693681,0.5410812948693681
thetao,W40p0,6,7,14,0.5409480832073108,0.5409480832073108
so,W60p0,6,7,25,-0.5409082013136431,0.5409082013136431
so,W20p0,9,10,12,-0.5406074247959315,0.5406074247959315
so,W60p0,8,9,15,0.5403820141568958,0.5403820141568958
so,W40p0,3,4,11,-0.5403478453435284,0.5403478453435284
thetao,W10p0,3,4,16,0.5402062341273068,0.5402062341273068
so,W30p0,8,9,7,0.5400939213194906,0.5400939213194906
so,W20p0,6,7,11,0.5397576422514601,0.5397576422514601
thetao,W10p0,2,3,7,0.5390556606178329,0.5390556606178329
so,W20p0,6,7,14,0.5385435301587568,0.5385435301587568
so,W40p0,6,7,17,-0.5384819987603309,0.5384819987603309
thetao,W40p0,1,2,6,-0.5382599793661523,0.5382599793661523
so,W40p0,3,4,21,-0.5382561957818407,0.5382561957818407
thetao,W10p0,2,3,8,0.5382415974836404,0.5382415974836404
thetao,W30p0,6,7,22,-0.5381493199704428,0.5381493199704428
so,W10p0,3,4,0,0.5381239889636908,0.5381239889636908
thetao,W60p0,5,6,0,-0.5369415401651456,0.5369415401651456
so,W60p0,8,9,25,0.5368184020254498,0.5368184020254498
so,W40p0,3,4,17,-0.5363692027893816,0.5363692027893816
so,W10p0,7,8,15,-0.5363259702364153,0.5363259702364153
thetao,W30p0,1,2,13,-0.5363134487076209,0.5363134487076209
so,W20p0,6,7,15,0.5362549160373496,0.5362549160373496
thetao,W40p0,6,7,10,0.5361125981231663,0.5361125981231663
thetao,W30p0,1,2,5,-0.5359038955181844,0.5359038955181844
thetao,W60p0,4,5,25,-0.5358583746156896,0.5358583746156896
thetao,W60p0,4,5,24,-0.5358518476179651,0.5358518476179651
thetao,W20p0,2,3,2,-0.5357611052598029,0.5357611052598029
so,W10p0,7,8,8,-0.5354184631881727,0.5354184631881727
so,W60p0,8,9,23,0.5353807861142195,0.5353807861142195
so,W30p0,1,2,17,-0.5353309194073994,0.5353309194073994
thetao,W20p0,4,5,11,0.535252966845021,0.535252966845021
so,W30p0,4,5,8,0.5350084901506558,0.5350084901506558
thetao,W60p0,4,5,17,-0.5349343981570037,0.5349343981570037
thetao,W60p0,8,9,23,-0.534748455926785,0.534748455926785
so,W20p0,2,3,12,0.5347079402265017,0.5347079402265017
thetao,W20p0,8,9,9,-0.5344443285533784,0.5344443285533784
thetao,W20p0,8,9,12,-0.5343928650668329,0.5343928650668329
so,W40p0,3,4,19,-0.5342018984654514,0.5342018984654514
thetao,W60p0,3,4,16,-0.5335253482420527,0.5335253482420527
thetao,W30p0,1,2,12,-0.5335151879590972,0.5335151879590972
so,W40p0,2,3,14,-0.5335124209028155,0.5335124209028155
so,W30p0,2,3,2,0.5332754741754856,0.5332754741754856
thetao,W10p0,1,2,15,-0.5327879979894584,0.5327879979894584
so,W60p0,8,9,18,0.5327704609797383,0.5327704609797383
so,W20p0,2,3,9,0.5327343407495809,0.5327343407495809
thetao,W20p0,8,9,5,-0.5325293702336522,0.5325293702336522
so,W30p0,4,5,5,0.5323620525364873,0.5323620525364873
thetao,W40p0,7,8,13,-0.5323008516722438,0.5323008516722438
thetao,W40p0,3,4,20,0.5318228273550264,0.5318228273550264
so,W30p0,2,3,1,0.5313694835750968,0.5313694835750968
thetao,W30p0,3,4,1,0.5313649818073485,0.5313649818073485
so,W40p0,6,7,24,-0.5311044564467229,0.5311044564467229
thetao,W60p0,4,5,15,-0.5308904969344211,0.5308904969344211
thetao,W60p0,9,10,13,-0.5306072367714284,0.5306072367714284
so,W10p0,7,8,18,-0.5305141288673694,0.5305141288673694
thetao,W40p0,6,7,12,0.5303618853118529,0.5303618853118529
so,W20p0,2,3,6,0.530178876541827,0.530178876541827
so,W30p0,4,5,1,0.5297385138972481,0.5297385138972481
so,W30p0,1,2,18,-0.5296938337338774,0.5296938337338774
thetao,W10p0,2,3,6,0.5296918443426932,0.5296918443426932
thetao,W60p0,2,3,25,0.529616942434895,0.529616942434895
so,W20p0,9,10,9,-0.5292100338619597,0.5292100338619597
thetao,W60p0,9,10,16,-0.5290290196495855,0.5290290196495855
thetao,W30p0,2,3,18,0.5287384846184063,0.5287384846184063
thetao,W60p0,5,6,2,-0.528603473933796,0.528603473933796
so,W20p0,9,10,11,-0.5279954436745781,0.5279954436745781
so,W30p0,7,8,16,0.5272872088334779,0.5272872088334779
thetao,W40p0,1,2,1,-0.527093292777077,0.527093292777077
thetao,W30p0,8,9,1,-0.5266373136941025,0.5266373136941025
thetao,W40p0,1,2,2,-0.5265311919736533,0.5265311919736533
so,W20p0,9,10,2,-0.5262542002999664,0.5262542002999664
thetao,W60p0,9,10,18,-0.5261827211017525,0.5261827211017525
thetao,W40p0,1,2,4,-0.5261082723522096,0.5261082723522096
thetao,W60p0,2,3,6,0.5259647452560291,0.5259647452560291
so,W20p0,3,4,1,0.5259066620072277,0.5259066620072277
thetao,W20p0,2,3,0,-0.525761790544086,0.525761790544086
so,W20p0,8,9,11,0.5256487908222182,0.5256487908222182
thetao,W10p0,2,3,5,0.5255931633442902,0.5255931633442902
thetao,W40p0,6,7,11,0.5254124302192019,0.5254124302192019
so,W60p0,0,1,9,0.5248331519678644,0.5248331519678644
thetao,W30p0,3,4,0,0.5245365426432448,0.5245365426432448
so,W40p0,3,4,20,-0.5243563484957369,0.5243563484957369
so,W20p0,9,10,1,-0.5242498842583894,0.5242498842583894
thetao,W10p0,8,9,9,-0.5241996004343455,0.5241996004343455
so,W10p0,7,8,2,-0.5238861173723374,0.5238861173723374
thetao,W30p0,1,2,11,-0.5238518125235042,0.5238518125235042
so,W30p0,8,9,0,0.5237712180347492,0.5237712180347492
thetao,W60p0,3,4,15,-0.5234963488541019,0.5234963488541019
so,W30p0,1,2,20,-0.523321490107559,0.523321490107559
thetao,W30p0,1,2,10,-0.5232472171241423,0.5232472171241423
so,W20p0,7,8,7,-0.522989010517869,0.522989010517869
thetao,W20p0,2,3,1,-0.5229674123717273,0.5229674123717273
thetao,W40p0,6,7,13,0.5228948176314089,0.5228948176314089
so,W40p0,3,4,9,-0.5227638364390682,0.5227638364390682
thetao,W60p0,2,3,16,0.5225175873949405,0.5225175873949405
so,W20p0,8,9,9,0.5223152542849618,0.5223152542849618
so,W60p0,6,7,22,-0.5221744530737039,0.5221744530737039
so,W20p0,7,8,19,-0.5220367318187746,0.5220367318187746
so,W60p0,1,2,9,-0.521919042222924,0.521919042222924
so,W20p0,4,5,8,0.5218937220539963,0.5218937220539963
so,W40p0,6,7,14,-0.5216800466059558,0.5216800466059558
so,W10p0,7,8,16,-0.5216385558234888,0.5216385558234888
thetao,W60p0,4,5,19,-0.5210787994208396,0.5210787994208396
so,W20p0,9,10,0,-0.5209649444643617,0.5209649444643617
thetao,W40p0,7,8,6,-0.5207653047668469,0.5207653047668469
so,W10p0,8,9,13,0.5201418897302404,0.5201418897302404
thetao,W30p0,1,2,9,-0.5198872542700629,0.5198872542700629
so,W60p0,7,8,3,-0.5198323904465285,0.5198323904465285
thetao,W60p0,5,6,6,-0.5197824557608557,0.5197824557608557
thetao,W30p0,1,2,2,-0.5196984187650813,0.5196984187650813
so,W20p0,8,9,13,0.5195021672125227,0.5195021672125227
so,W30p0,4,5,9,0.519279564274911,0.519279564274911
so,W10p0,7,8,20,-0.5191839828745972,0.5191839828745972
so,W20p0,7,8,11,-0.5190182633321572,0.5190182633321572
so,W40p0,6,7,16,-0.518221613419481,0.518221613419481
so,W40p0,2,3,13,-0.5180480006066761,0.5180480006066761
so,W10p0,0,1,0,-0.5180342175437561,0.5180342175437561
thetao,W60p0,4,5,13,-0.5179464783110818,0.5179464783110818
so,W40p0,3,4,4,-0.5177671746670705,0.5177671746670705
so,W20p0,3,4,7,0.5174633667248846,0.5174633667248846
so,W30p0,4,5,2,0.5170615339539834,0.5170615339539834
so,W40p0,6,7,10,-0.516988567873056,0.516988567873056
so,W40p0,3,4,12,-0.5169246272838603,0.5169246272838603
thetao,W30p0,6,7,23,-0.5168676641739648,0.5168676641739648
so,W20p0,3,4,6,0.51629907292462,0.51629907292462
thetao,W60p0,3,4,23,-0.5161177165103555,0.5161177165103555
so,W20p0,7,8,24,-0.5157165910862923,0.5157165910862923
thetao,W40p0,7,8,12,-0.5155162224307309,0.5155162224307309
thetao,W30p0,6,7,20,-0.5154755481894265,0.5154755481894265
so,W20p0,9,10,10,-0.5152339053404649,0.5152339053404649
so,W60p0,7,8,2,-0.5147944959525137,0.5147944959525137
thetao,W10p0,2,3,4,0.5147496598118861,0.5147496598118861
thetao,W30p0,1,2,8,-0.5143847886609442,0.5143847886609442
so,W20p0,8,9,14,0.5143576528463271,0.5143576528463271
thetao,W30p0,1,2,4,-0.5141922206981772,0.5141922206981772
so,W20p0,3,4,5,0.5136734673888408,0.5136734673888408
so,W40p0,3,4,25,-0.5130535424904246,0.5130535424904246
so,W40p0,4,5,9,-0.5127468206031758,0.5127468206031758
thetao,W30p0,6,7,24,-0.5125318757822891,0.5125318757822891
thetao,W40p0,1,2,3,-0.5122307105727611,0.5122307105727611
so,W40p0,3,4,5,-0.5120416963142047,0.5120416963142047
thetao,W20p0,4,5,10,0.5120147366860419,0.5120147366860419
so,W10p0,8,9,11,0.5117853348493038,0.5117853348493038
so,W20p0,4,5,12,0.5113564855757816,0.5113564855757816
so,W20p0,8,9,10,0.511187852337161,0.511187852337161
thetao,W40p0,3,4,19,0.5111232727317234,0.5111232727317234
so,W40p0,6,7,23,-0.5104136472350639,0.5104136472350639
thetao,W30p0,2,3,17,0.5103833150039745,0.5103833150039745
thetao,W60p0,2,3,4,0.5102849829954407,0.5102849829954407
thetao,W30p0,2,3,15,0.5102732197307069,0.5102732197307069
thetao,W30p0,2,3,14,0.5091934826495742,0.5091934826495742
so,W20p0,2,3,18,0.5090835222388421,0.5090835222388421
thetao,W60p0,8,9,21,-0.5090289903723817,0.5090289903723817
thetao,W30p0,2,3,16,0.508238074798783,0.508238074798783
so,W20p0,2,3,14,0.5077999765099594,0.5077999765099594
so,W10p0,8,9,12,0.507508418276363,0.507508418276363
so,W20p0,6,7,10,0.5072845735962545,0.5072845735962545
thetao,W60p0,0,1,18,-0.506889325826134,0.506889325826134
thetao,W40p0,4,5,17,0.506565565323849,0.506565565323849
thetao,W60p0,2,3,18,0.5059288774851562,0.5059288774851562
thetao,W40p0,4,5,12,0.5055480062691584,0.5055480062691584
so,W40p0,2,3,17,-0.5051570124868036,0.5051570124868036
so,W60p0,6,7,24,-0.5048369257115299,0.5048369257115299
thetao,W30p0,9,10,6,-0.504658300035814,0.504658300035814
so,W40p0,0,1,1,-0.5043516252804282,0.5043516252804282
so,W20p0,2,3,15,0.504229672641066,0.504229672641066
so,W10p0,8,9,10,0.504117223468968,0.504117223468968
thetao,W60p0,2,3,3,0.5041055530293101,0.5041055530293101
thetao,W40p0,4,5,20,0.5039689275309338,0.5039689275309338
thetao,W60p0,8,9,17,-0.5039269375006818,0.5039269375006818
so,W20p0,7,8,17,-0.5036957006828229,0.5036957006828229
thetao,W10p0,3,4,15,0.5034406820543125,0.5034406820543125
so,W20p0,2,3,16,0.5034161206074041,0.5034161206074041
thetao,W60p0,4,5,12,-0.5033334107247797,0.5033334107247797
thetao,W30p0,9,10,8,-0.5032804577153419,0.5032804577153419
so,W40p0,6,7,15,-0.5031083971641268,0.5031083971641268
thetao,W60p0,2,3,5,0.5026415519532108,0.5026415519532108
so,W40p0,3,4,6,-0.5015485393395404,0.5015485393395404
thetao,W40p0,7,8,8,-0.501507920961986,0.501507920961986
so,W20p0,7,8,18,-0.5013536510967516,0.5013536510967516
thetao,W10p0,2,3,3,0.5012534139251075,0.5012534139251075
so,W30p0,4,5,0,0.5012374948769783,0.5012374948769783
thetao,W30p0,2,3,13,0.5011627207515458,0.5011627207515458
thetao,W60p0,4,5,18,-0.5011090597312704,0.5011090597312704
so,W10p0,7,8,6,-0.5007489983625816,0.5007489983625816
thetao,W30p0,1,2,3,-0.5006433457991744,0.5006433457991744
thetao,W60p0,8,9,18,-0.5005202949400472,0.5005202949400472
so,W60p0,0,1,11,0.5004948031377924,0.5004948031377924
thetao,W60p0,8,9,15,-0.5002620711091884,0.5002620711091884
thetao,W40p0,4,5,14,0.49994626851282764,0.49994626851282764
so,W30p0,7,8,10,0.4998353547757392,0.4998353547757392
so,W40p0,6,7,13,-0.49962515756324805,0.49962515756324805
so,W20p0,6,7,17,0.49882487455821567,0.49882487455821567
thetao,W40p0,4,5,16,0.4987625238733331,0.4987625238733331
so,W10p0,7,8,0,-0.4985999236869072,0.4985999236869072
so,W60p0,8,9,20,0.4985894396077545,0.4985894396077545
thetao,W30p0,7,8,24,-0.498374532135814,0.498374532135814
so,W10p0,7,8,22,-0.4983194480959376,0.4983194480959376
so,W20p0,8,9,12,0.49777059657021583,0.49777059657021583
so,W20p0,2,3,5,0.49725720081268854,0.49725720081268854
so,W20p0,7,8,10,-0.4968842489408189,0.4968842489408189
thetao,W30p0,9,10,18,-0.49677990255888055,0.49677990255888055
so,W30p0,1,2,22,-0.49676197773748887,0.49676197773748887
so,W40p0,3,4,7,-0.4966596537176895,0.4966596537176895
so,W20p0,7,8,16,-0.4964324933933373,0.4964324933933373
thetao,W20p0,4,5,9,0.49642581837391947,0.49642581837391947
so,W20p0,7,8,6,-0.49624657635583463,0.49624657635583463
so,W20p0,3,4,14,0.49614825417645925,0.49614825417645925
so,W60p0,1,2,0,-0.49553468700037595,0.49553468700037595
thetao,W40p0,3,4,13,0.49543050659911486,0.49543050659911486
so,W40p0,2,3,18,-0.49530478774497033,0.49530478774497033
thetao,W40p0,4,5,15,0.49525282393177955,0.49525282393177955
thetao,W30p0,5,6,10,-0.49500807135767844,0.49500807135767844
thetao,W60p0,0,1,16,-0.4949143629417948,0.4949143629417948
thetao,W60p0,0,1,17,-0.49491182670848916,0.49491182670848916
so,W10p0,7,8,3,-0.4947744558286691,0.4947744558286691
so,W60p0,0,1,10,0.494428268262273,0.494428268262273
thetao,W40p0,7,8,11,-0.49441319318664784,0.49441319318664784
thetao,W30p0,7,8,17,-0.4938232561166485,0.4938232561166485
so,W60p0,1,2,7,-0.4933743006094033,0.4933743006094033
so,W20p0,7,8,22,-0.4931831054918377,0.4931831054918377
so,W40p0,2,3,19,-0.49303177089405575,0.49303177089405575
thetao,W10p0,8,9,10,-0.4927385278440757,0.4927385278440757
so,W10p0,7,8,4,-0.4925609139394853,0.4925609139394853
so,W20p0,4,5,14,0.492157538737986,0.492157538737986
so,W20p0,3,4,12,0.49184938498746383,0.49184938498746383
thetao,W40p0,4,5,23,0.49121890696469506,0.49121890696469506
thetao,W40p0,6,7,9,0.4911299238635176,0.4911299238635176
so,W20p0,2,3,19,0.49100492467049184,0.49100492467049184
so,W10p0,7,8,5,-0.4905031139774161,0.4905031139774161
so,W30p0,1,2,0,-0.49029964161572137,0.49029964161572137
thetao,W60p0,0,1,14,-0.49028115148602786,0.49028115148602786
thetao,W60p0,0,1,15,-0.490197046608469,0.490197046608469
so,W20p0,4,5,17,0.4896163229503258,0.4896163229503258
so,W30p0,7,8,25,0.4893873859329684,0.4893873859329684
so,W40p0,4,5,10,-0.4893294407821152,0.4893294407821152
so,W40p0,3,4,22,-0.48932135877979716,0.48932135877979716
so,W40p0,3,4,24,-0.4891603609279623,0.4891603609279623
so,W30p0,1,2,19,-0.488869110717372,0.488869110717372
thetao,W20p0,4,5,8,0.48882426015801456,0.48882426015801456
thetao,W30p0,2,3,12,0.4885879194498353,0.4885879194498353
thetao,W30p0,2,3,10,0.4884392206734913,0.4884392206734913
so,W20p0,7,8,9,-0.48799324035117686,0.48799324035117686
so,W40p0,3,4,10,-0.4879457034376019,0.4879457034376019
so,W30p0,1,2,25,-0.4878161472159668,0.4878161472159668
thetao,W10p0,5,6,1,-0.48769953717213843,0.48769953717213843
thetao,W20p0,8,9,13,-0.4876327348444141,0.4876327348444141
thetao,W30p0,5,6,11,-0.4876096860779371,0.4876096860779371
thetao,W30p0,9,10,5,-0.4866664274828165,0.4866664274828165
so,W20p0,6,7,13,0.4866079304182499,0.4866079304182499
so,W60p0,7,8,4,-0.486485348138467,0.486485348138467
so,W40p0,4,5,8,-0.48648308652875266,0.48648308652875266
thetao,W30p0,5,6,12,-0.48648269747553097,0.48648269747553097
so,W20p0,7,8,25,-0.4864011300119818,0.4864011300119818
so,W20p0,7,8,23,-0.4861535671262282,0.4861535671262282
so,W20p0,3,4,15,0.48605665942481424,0.48605665942481424
thetao,W60p0,8,9,16,-0.485930073609643,0.485930073609643
so,W60p0,1,2,6,-0.48588848666302015,0.48588848666302015
so,W60p0,6,7,21,-0.48576953652612237,0.48576953652612237
