n,feature,score,curve_r2
1,thetao W40p0 EOF6 lag2,,0.0369120508239306
2,so W40p0 EOF2 lag4,,0.037169592882458
3,so W40p0 EOF2 lag3,,0.0371625503950859
4,thetao W40p0 EOF6 lag1,,0.0599746128177762
5,thetao W40p0 EOF6 lag3,,0.0752414675077645
6,so W40p0 EOF2 lag5,,0.0791979322379944
7,thetao W30p0 EOF1 lag9,,0.0792192558814526
8,thetao W10p0 EOF10 lag10,,0.0872424587533639
9,thetao W30p0 EOF1 lag8,,0.0904955917696354
10,thetao W30p0 EOF1 lag10,,0.0949907842493251
