var,mode,lag,corr,abs_corr
so,6,0,0.5540871950907098,0.5540871950907098
so,10,8,0.5385698043927146,0.5385698043927146
so,8,1,-0.5314084600264656,0.5314084600264656
so,8,2,-0.5277400161133243,0.5277400161133243
so,4,0,-0.5186189771563423,0.5186189771563423
so,10,7,0.5118297865088318,0.5118297865088318
so,8,3,-0.5087361507767698,0.5087361507767698
so,4,6,-0.5086343056098376,0.5086343056098376
thetao,6,2,0.5055986500238002,0.5055986500238002
so,8,0,-0.5010094117125043,0.5010094117125043
thetao,6,3,0.49563657150760887,0.49563657150760887
so,10,9,0.4949914970939285,0.4949914970939285
so,4,1,-0.49294618647005056,0.49294618647005056
so,4,5,-0.4929061701992327,0.4929061701992327
thetao,6,1,0.48655571756612015,0.48655571756612015
so,4,2,-0.4857920664756282,0.4857920664756282
so,10,10,0.4823603072975952,0.4823603072975952
thetao,6,0,0.4823203543841046,0.4823203543841046
so,10,6,0.47841272987987643,0.47841272987987643
so,8,4,-0.47804122873918053,0.47804122873918053
so,4,7,-0.4767964662516429,0.4767964662516429
so,4,3,-0.476271303416819,0.476271303416819
thetao,6,4,0.4742527437722188,0.4742527437722188
thetao,8,1,0.47125638847931745,0.47125638847931745
so,10,12,0.47019500533628567,0.47019500533628567
thetao,8,0,0.4699283308052229,0.4699283308052229
so,10,11,0.46991399990259514,0.46991399990259514
so,4,4,-0.4683489718223444,0.4683489718223444
thetao,1,10,-0.464328040601916,0.464328040601916
so,3,1,-0.4637354253523791,0.4637354253523791
thetao,6,11,0.4622468533009074,0.4622468533009074
thetao,5,1,0.4618344712430741,0.4618344712430741
so,7,9,-0.4610906778349536,0.4610906778349536
thetao,5,0,0.45991195342549795,0.45991195342549795
thetao,1,9,-0.4575847349858237,0.4575847349858237
so,8,5,-0.45746275824372656,0.45746275824372656
so,7,8,-0.4565341293485101,0.4565341293485101
so,3,0,-0.4564567487525813,0.4564567487525813
thetao,1,11,-0.4560691863745569,0.4560691863745569
so,1,2,-0.4557913718991454,0.4557913718991454
