n,feature,score,curve_r2
1,so W10p0 EOF3 lag12,,0.0334005914584257
2,so W10p0 EOF3 lag11,,0.1301772578542694
3,so W60p0 EOF10 lag19,,0.4736844696884884
4,thetao W10p0 EOF2 lag13,,0.4850476036780884
5,thetao W60p0 EOF2 lag12,,0.5270581657025373
6,thetao W10p0 EOF2 lag12,,0.5410540014304093
7,thetao W60p0 EOF2 lag11,,0.5458089799227608
8,thetao W60p0 EOF2 lag9,,0.5772369972422897
9,so W60p0 EOF10 lag20,,0.6319886647186097
10,so W60p0 EOF2 lag17,,0.6468980293568705
