n,feature,score,curve_r2
1,thetao W30p0 EOF1 lag3,,0.0088689248463047
2,thetao W30p0 EOF1 lag4,,0.0130453987969049
3,so W60p0 EOF1 lag0,,0.0173816953329154
4,so W60p0 EOF1 lag1,,0.0176587616215671
5,thetao W30p0 EOF1 lag2,,0.0259278356421414
6,thetao W30p0 EOF1 lag5,,0.0295414296557441
7,thetao W40p0 EOF9 lag0,,0.0377822122783686
8,so W40p0 EOF1 lag0,,0.0382511184315192
9,thetao W40p0 EOF9 lag1,,0.051279847184522
10,so W40p0 EOF1 lag1,,0.0530936280932543
