alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.03,0.563542734643877,0.21240394306318525,3
0.01,0.5622014220746107,0.20894272644128067,3
0.1,0.561898184104317,0.23137897260928342,3
0.3,0.5384633875213624,0.30279216190994945,3
1.0,0.49320529533105545,0.43817685931323014,3
3.0,0.48320499309562653,0.3141559889503866,3
4.0,0.4500714308525174,0.2179066651092474,3
5.0,0.39777713751044946,0.20200156056097343,3
10.0,0.0059002509516177986,0.8499971764758115,3
30.0,-1.3882899026554505,2.7144216107444854,3
40.0,-1.8320279929792296,3.201399858404925,3
50.0,-2.171285045770692,3.543938994922001,3
60.0,-2.4386331829140615,3.7956366310488088,3
70.0,-2.654736086454697,3.987251923799684,3
100.0,-3.110486939062563,4.356430972056594,3
300.0,-4.068188003083251,4.979009706173957,3
