n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.10568821154656538,0.6241766151071679,thetao,W60p0,2,0
5,0.042555096549828475,0.6769188859616415,so,W60p0,1,7
9,0.03974575666250779,0.7528946041815621,thetao,W20p0,3,15
27,0.03620576557324462,0.8748413677207664,so,W20p0,7,17
16,0.028450216903463277,0.7956091812142412,so,W60p0,9,12
26,0.02701414636081445,0.8386356021475218,thetao,W20p0,1,17
6,0.018856214860425102,0.6957751008220666,so,W30p0,9,0
7,0.01817577936551784,0.7139508801875845,so,W60p0,1,8
18,0.014695304306531654,0.8112721939829406,so,W30p0,1,10
3,0.012997824289105675,0.6371744393962736,thetao,W60p0,2,1
52,0.010314502597910447,0.9327988723623518,so,W30p0,1,4
