n,delta_r2,post_r2,var,lon_tag,mode,lag
9,0.039526535956004194,0.16326227052154907,thetao,W10p0,1,4
2,0.033831447916754076,0.04941914919991641,thetao,W60p0,2,0
13,0.026605840878620723,0.23098624125136724,thetao,W10p0,1,5
10,0.02196017320709598,0.18522244372864505,so,W40p0,2,2
11,0.019320940591791014,0.20454338432043606,thetao,W10p0,1,3
29,0.017712458834045708,0.3296742650559713,so,W10p0,4,1
7,0.016573928490198897,0.12357430099919964,so,W60p0,1,0
3,0.0157373085804815,0.06515645778039791,so,W60p0,1,1
5,0.015671273105924977,0.09220702927161417,so,W60p0,1,2
6,0.01479334323738657,0.10700037250900074,thetao,W60p0,2,2
15,0.013815180107879077,0.2508353329127594,so,W40p0,2,1
20,0.013025341050534878,0.3011028211101856,thetao,W10p0,1,6
17,0.012257169784702149,0.2734317225587478,thetao,W10p0,1,2
4,0.011379298385291281,0.0765357561656892,thetao,W60p0,2,1
37,0.010550438210246482,0.35152341327425574,so,W10p0,4,7
19,0.010496475204443412,0.2880774800596507,so,W40p0,2,3
16,0.010339219861286275,0.26117455277404567,so,W40p0,2,0
