late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.09988810674345627,0.630970627817739,0.6624694516898293,0.3971317572633868,0.6309706278177387,0.6624694516898293,23,5
