N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
10,0,100.0,-0.420103930660006,0.42829130105016705,0.3144104990928905,0.14769788773989398,2
15,0,300.0,-0.4422893410828912,0.3431662597012304,0.2731217001535528,0.1082132725827706,2
15,0,100.0,-0.44240164032694956,0.4779061500534862,0.2135063995507241,0.1534070423021136,2
5,0,100.0,-0.4708638898284059,0.3544708201113107,0.38345347747914477,0.13037158212313926,2
10,1,300.0,-0.478599486640622,0.39995240738026316,0.2786043607024078,0.1078293711126389,2
15,1,300.0,-0.4821524586767949,0.4282306787712944,0.14063467869068189,0.12578291481048495,2
10,0,300.0,-0.48648644694792054,0.2499255969774673,0.3588275106308174,0.09554826766687,2
10,0,30.0,-0.5283827634576717,0.513945650969436,0.17957528574718803,0.18932450153898453,2
5,0,30.0,-0.5314626720671365,0.564529916270963,0.28701489613876807,0.17845493074924476,2
15,1,1000.0,-0.5349238127005085,0.2205580354771246,0.18051100918615387,0.07684965151623119,2
10,1,100.0,-0.5414730405957657,0.5167082597223205,0.24052868577210823,0.14347479232140214,2
5,1,300.0,-0.5653598783002824,0.26716256162309393,0.29442675335158863,0.08451608472569022,2
5,1,100.0,-0.5686107051630218,0.47607516673443806,0.2693627752847907,0.125587669662038,2
15,1,100.0,-0.580772719982784,0.4828072299544163,0.025807599240775164,0.16578254622360508,2
10,1,1000.0,-0.5888966601622944,0.14193022270948974,0.2892265330194012,0.0601414273305252,2
15,0,30.0,-0.5916468214478283,0.5232281515796187,0.001689396190455661,0.20620795869434325,2
5,0,300.0,-0.630930467800492,0.08676247057058506,0.416631360219266,0.0731826548020856,2
15,0,1000.0,-0.6462362859155897,0.060915862179509395,0.2905980772779043,0.05409874238327556,2
10,1,30.0,-0.6823205116467459,0.5513221151967256,0.19362217166799953,0.19335201984860573,2
5,1,30.0,-0.7021309083991354,0.5802198283293687,0.2129687191754182,0.16167779058980916,2
10,0,10.0,-0.7151480437403912,0.4626514295116204,-0.0005668878023447968,0.2395553520203512,2
5,0,10.0,-0.7267337510693375,0.7276923228118102,0.12462304324135337,0.2017053046033444,2
10,0,1000.0,-0.738843814250109,0.05285531869912585,0.37451880507349355,0.04285931213852996,2
15,1,30.0,-0.7477626175970272,0.40435315543904193,-0.043576560576506,0.23965158249777002,2
5,1,1000.0,-0.7505804949552878,0.050473416605817056,0.3041604277789525,0.04003167617804206,2
15,1,3.0,-0.8055124129859208,0.3860653482657854,0.137644089888763,0.4913530066775445,2
10,1,10.0,-0.8161043469489292,0.6147834414057206,0.23590041994144795,0.2838641161033253,2
15,0,10.0,-0.8193905970475601,0.4440113280007201,-0.19285179267122995,0.3034668703196932,2
15,1,10.0,-0.8285602978788055,0.3092867026239824,0.03470587867863578,0.3400114208911946,2
5,1,10.0,-0.8515518926701046,0.6465118682199359,0.16991770550529833,0.2035200140418983,2
5,0,1000.0,-0.8900614490411856,0.21074285345193267,0.4288809823276517,0.02899352695957225,2
10,0,3.0,-0.9250608103025009,0.2448414727154482,-0.11989866272804085,0.3173438293705235,2
