k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.2948668102486608,0.543030865969734,-2.467584893309028,-0.1181334682804997,1,thetao W40p0 EOF10 lag13,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r29i1p1f1
2,0.422046160208425,0.6496607334123397,-3.823540746937388,0.10811575586844323,"2,3",so W10p0 EOF1 lag4 | so W40p0 EOF2 lag4,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r29i1p1f1
3,0.46967746905937724,0.685336474989661,-1.634437081112139,-0.14791947219540758,"1,3,11",thetao W40p0 EOF10 lag13 | so W40p0 EOF2 lag4 | thetao W10p0 EOF4 lag5,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r29i1p1f1
