n,feature,score,curve_r2
1,so W60p0 EOF1 lag0,,0.1954054407929253
2,thetao W40p0 EOF6 lag1,,0.5242515103789849
3,so W60p0 EOF1 lag1,,0.5755491969280893
4,so W10p0 EOF1 lag5,,0.5748613401044631
5,thetao W40p0 EOF10 lag13,,0.5745494300356162
6,thetao W40p0 EOF6 lag2,,0.6380950414367303
7,so W40p0 EOF2 lag3,,0.6495420391426674
8,so W10p0 EOF1 lag4,,0.6834952647543973
9,so W40p0 EOF2 lag4,,0.6857970169004909
10,thetao W40p0 EOF10 lag14,,0.6861087242714616
