alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-0.3054046818762389,0.42282805886087477,3
5.0,-0.39481597804292545,0.6589660345215387,3
4.0,-0.4538757180991792,0.7719427247030698,3
30.0,-0.46298831980692806,0.6650346940998736,3
40.0,-0.5396523192681609,0.7814135731911706,3
3.0,-0.5470414482737694,0.9288397184327762,3
50.0,-0.6007890018021008,0.8697934969790677,3
60.0,-0.6498550341011907,0.9386815808149607,3
70.0,-0.6898429319096763,0.9937850198752614,3
100.0,-0.7744878802711784,1.108112718912802,3
300.0,-0.9500119039331066,1.3389662905911588,3
1.0,-1.0226691890953268,1.5896871407538504,3
0.3,-1.614400644791283,2.3522884067473235,3
0.1,-1.9992384393104456,2.856190389326401,3
0.03,-2.1938780984385375,3.114140705617062,3
0.01,-2.2580504765755154,3.199591983147149,3
