late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.3944282138979587,0.30456094214121315,0.7031102633564346,-0.06608419396317045,0.30456094214121315,0.7031102633564348,23,5
