alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-0.03253574233619446,0.21706487084855086,3
5.0,-0.040269244179167364,0.22235374895595378,3
4.0,-0.06623418443617508,0.23503540180238003,3
3.0,-0.1162989565288508,0.2617690983930506,3
30.0,-0.2261437170683895,0.2722438760425575,3
40.0,-0.3091896868088955,0.29462429919206157,3
50.0,-0.3795985999083191,0.31378681787520496,3
60.0,-0.43981502374491294,0.33065100157564586,3
1.0,-0.44878812962566156,0.4757408229185558,3
70.0,-0.4918613845738091,0.3457930674131593,3
100.0,-0.6128059445345837,0.38389088055949105,3
0.3,-0.8712858466099259,0.7836903275118706,3
300.0,-0.9288441907231304,0.5109070646640258,3
0.1,-1.105802642747667,0.9624073906371404,3
0.03,-1.211932603629146,1.0444334284895442,3
0.01,-1.2452430875949094,1.0702950572515526,3
