alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.3,-1.632517256997098,1.338797264916371,3
0.1,-1.6402409466649548,1.3673263849602724,3
0.03,-1.6473819555244151,1.383029236248931,3
0.01,-1.6500343312126382,1.3883046707539328,3
1.0,-1.6627264321948043,1.3147758040641717,3
3.0,-1.8170151534207328,1.3714496931858253,3
4.0,-1.8911649343444097,1.414891462848109,3
5.0,-1.96115733045657,1.4621672859763033,3
10.0,-2.2664887627198684,1.7227971230852719,3
30.0,-3.1728758771191807,2.724245682862813,3
40.0,-3.5243849225629362,3.1366443951051317,3
50.0,-3.828184322422756,3.4950393407293614,3
60.0,-4.092858386296117,3.807958987489475,3
70.0,-4.325116313461546,4.082885943179911,3
100.0,-4.875860698863961,4.73589264680925,3
300.0,-6.363817766515193,6.510296890659145,3
