n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.3027917943835005
2,thetao W30p0 EOF4 lag3,,0.3697500406624335
3,thetao W30p0 EOF4 lag4,,0.3814730706721065
4,thetao W60p0 EOF2 lag0,,0.4103430809884314
5,thetao W30p0 EOF4 lag2,,0.4125790247363081
6,thetao W30p0 EOF4 lag5,,0.4146632338507342
7,so W60p0 EOF1 lag0,,0.421535183086787
8,so W40p0 EOF2 lag1,,0.5131562334573262
9,so W60p0 EOF1 lag1,,0.5218429498276386
10,thetao W20p0 EOF3 lag4,,0.5696044182160716
