n_features,post_r2,delta_r2
1,0.008868924846304749,
2,0.013045398796904917,0.004176473950600168
3,0.017381695332915448,0.004336296536010531
4,0.0176587616215671,0.0002770662886516506
5,0.025927835642141406,0.008269074020574307
6,0.029541429655744134,0.003613594013602728
7,0.03778221227836864,0.00824078262262451
8,0.03825111843151929,0.00046890615315065
9,0.051279847184522054,0.01302872875300276
10,0.05309362809325435,0.0018137809087322987
11,0.053215930409407086,0.00012230231615273368
12,0.06054533309671373,0.007329402687306641
13,0.06442680179678373,0.003881468700070001
14,0.06710553809239828,0.0026787362956145477
15,0.06934466290025976,0.002239124807861481
16,0.06969930312590888,0.00035464022564912767
17,0.07195693591876673,0.0022576327928578444
18,0.07219532685658492,0.0002383909378181892
19,0.07240000315719952,0.0002046763006146035
20,0.0878203279223363,0.015420324765136773
21,0.08975349530231103,0.0019331673799747318
22,0.09703963393964066,0.007286138637329631
23,0.10417806354535575,0.007138429605715091
24,0.11090945391466578,0.006731390369310031
25,0.11245727200182853,0.0015478180871627556
26,0.12061128680888422,0.008154014807055687
27,0.13354964826793925,0.012938361459055026
28,0.1339669376979914,0.0004172894300521479
29,0.14459612334985728,0.01062918565186588
30,0.1453853711415648,0.0007892477917075258
31,0.14551046244028554,0.00012509129872073643
32,0.14583265338623996,0.0003221909459544259
33,0.15261926303939466,0.006786609653154696
34,0.1597997510064425,0.007180487967047844
35,0.18695923453561292,0.027159483529170414
36,0.19099229996666534,0.004033065431052418
37,0.20076768625074193,0.009775386284076593
38,0.21149814948876522,0.010730463238023291
39,0.2184877589730505,0.006989609484285286
40,0.21861964667482325,0.00013188770177274822
41,0.22034881641628556,0.0017291697414623108
42,0.22790184596333773,0.00755302954705217
43,0.2533964701445056,0.02549462418116788
44,0.25359010554589545,0.0001936354013898356
45,0.27891087270829196,0.025320767162396507
46,0.28041781396796994,0.0015069412596779852
47,0.29578466810882675,0.015366854140856812
48,0.29600014371487204,0.00021547560604529004
49,0.29617158667349497,0.0001714429586229249
50,0.3097435327635357,0.013571946090040754
51,0.3099638379593135,0.0002203051957777591
52,0.32637300210745,0.016409164148136535
53,0.33085648413783886,0.004483482030388841
54,0.3640269916224702,0.03317050748463135
55,0.365479517152113,0.001452525529642812
56,0.37062026505559664,0.005140747903483622
57,0.381903429494423,0.011283164438826376
58,0.3823540295161896,0.0004506000217665562
59,0.40002525270884104,0.017671223192651464
60,0.4054264923787808,0.0054012396699397724
