alpha,mean_cv_r2,std_cv_r2,n_folds_used
100.0,-1.570105833786858,0.9611875111440044,3
70.0,-1.5801388873063107,0.9500060027581867,3
60.0,-1.5927515685624083,0.9602918674827948,3
300.0,-1.607081901388267,1.0877904902433986,3
50.0,-1.6166063907342103,0.9896355742122417,3
40.0,-1.6624625021737156,1.0575187745757832,3
30.0,-1.7564917230956236,1.208847697553119,3
10.0,-2.6814007063052245,2.6365180417373266,3
5.0,-3.852920205067299,4.302418399310062,3
4.0,-4.309463670429294,4.9357837036960515,3
3.0,-4.9262188980704655,5.7840617600758115,3
1.0,-7.0949492238154654,8.727398436681524,3
0.3,-8.448779394122715,10.542859207189773,3
0.1,-8.939412564048718,11.196868261570724,3
0.03,-9.125121818030642,11.443840313250426,3
0.01,-9.179627282250832,11.516264401162626,3
