n,feature,score,curve_r2
1,so W40p0 EOF2 lag3,,0.0469623132489732
2,so W40p0 EOF2 lag4,,0.050896734285727
3,so W40p0 EOF5 lag1,,0.0583168342077485
4,thetao W40p0 EOF6 lag1,,0.0619674888031176
5,thetao W60p0 EOF10 lag0,,0.3699009095257061
6,so W40p0 EOF2 lag2,,0.4009909065693481
7,so W30p0 EOF5 lag3,,0.434675189678131
8,thetao W40p0 EOF7 lag2,,0.5559247674062556
9,so W60p0 EOF1 lag0,,0.6543429853287528
10,thetao W40p0 EOF7 lag1,,0.6610083530475019
