n,feature,score,curve_r2
1,thetao W60p0 EOF5 lag7,,0.0246556473245327
2,thetao W60p0 EOF5 lag6,,0.0273358214235052
3,thetao W60p0 EOF5 lag8,,0.0509564332956467
4,so W10p0 EOF1 lag6,,0.0551865994269062
5,so W10p0 EOF1 lag10,,0.0604479708966881
6,so W10p0 EOF1 lag11,,0.0644744719870118
7,so W10p0 EOF1 lag7,,0.0678771307566041
8,so W10p0 EOF1 lag5,,0.0767695381987633
9,so W10p0 EOF1 lag9,,0.0787560474736039
10,so W10p0 EOF1 lag8,,0.0791628191377665
