var,lon,mode,lag,corr,abs_corr
thetao,W40p0,4,0,-0.736138909149697,0.736138909149697
thetao,W30p0,5,0,0.716323110264854,0.716323110264854
thetao,W60p0,2,0,-0.7120844714107541,0.7120844714107541
thetao,W30p0,1,8,-0.6928441918232395,0.6928441918232395
thetao,W30p0,1,9,-0.6841036745685427,0.6841036745685427
thetao,W30p0,5,2,0.6531634894433497,0.6531634894433497
so,W60p0,1,1,0.6505093568418879,0.6505093568418879
thetao,W10p0,2,1,-0.6450723220000284,0.6450723220000284
thetao,W30p0,5,1,0.6431069046268754,0.6431069046268754
thetao,W30p0,1,10,-0.6421237361793882,0.6421237361793882
thetao,W20p0,3,10,0.64144356840559,0.64144356840559
thetao,W40p0,4,1,-0.6387178844521438,0.6387178844521438
so,W60p0,1,0,0.6318019999883988,0.6318019999883988
thetao,W20p0,3,8,0.6280340943014547,0.6280340943014547
so,W40p0,3,0,-0.6229361452520934,0.6229361452520934
thetao,W20p0,3,9,0.6217811793472513,0.6217811793472513
thetao,W30p0,1,7,-0.6204793604840483,0.6204793604840483
thetao,W30p0,1,11,-0.6193381295328446,0.6193381295328446
thetao,W60p0,2,1,-0.6184524032444326,0.6184524032444326
thetao,W10p0,2,0,-0.617858312415967,0.617858312415967
thetao,W60p0,6,3,0.6175379490557525,0.6175379490557525
so,W60p0,1,2,0.6173479989259861,0.6173479989259861
thetao,W10p0,2,7,-0.6171134318286259,0.6171134318286259
thetao,W60p0,6,4,0.6164297969188514,0.6164297969188514
thetao,W30p0,5,3,0.6148019650088528,0.6148019650088528
thetao,W20p0,3,11,0.6131527030816286,0.6131527030816286
thetao,W20p0,2,13,-0.6127957538614062,0.6127957538614062
thetao,W20p0,2,12,-0.611357842003834,0.611357842003834
thetao,W10p0,2,2,-0.6099007707437955,0.6099007707437955
thetao,W10p0,2,6,-0.60912244387213,0.60912244387213
thetao,W30p0,1,12,-0.6084518127468158,0.6084518127468158
so,W20p0,1,1,0.6064678529073189,0.6064678529073189
thetao,W20p0,2,14,-0.6017817274083739,0.6017817274083739
thetao,W10p0,4,11,-0.5948950282673533,0.5948950282673533
thetao,W20p0,2,15,-0.5947010947407403,0.5947010947407403
thetao,W20p0,3,7,0.5915917557607769,0.5915917557607769
so,W60p0,1,3,0.5900922575067306,0.5900922575067306
thetao,W10p0,2,3,-0.589714435135358,0.589714435135358
thetao,W40p0,4,2,-0.589586591340314,0.589586591340314
thetao,W20p0,3,12,0.5878401557517674,0.5878401557517674
thetao,W20p0,3,13,0.5868503606964792,0.5868503606964792
so,W30p0,1,2,0.5808300450149401,0.5808300450149401
thetao,W30p0,1,13,-0.578221894678441,0.578221894678441
thetao,W20p0,4,3,0.5767343403015068,0.5767343403015068
thetao,W20p0,2,8,-0.575826476413471,0.575826476413471
thetao,W30p0,5,4,0.575662947791077,0.575662947791077
thetao,W20p0,4,4,0.5753956285737408,0.5753956285737408
so,W30p0,2,7,-0.5736758549703741,0.5736758549703741
thetao,W20p0,3,14,0.5729852259794102,0.5729852259794102
so,W20p0,1,2,0.5729801805929216,0.5729801805929216
thetao,W20p0,2,11,-0.5727462500880556,0.5727462500880556
thetao,W10p0,2,5,-0.5727251916826824,0.5727251916826824
thetao,W20p0,2,7,-0.5710932133239459,0.5710932133239459
thetao,W10p0,4,10,-0.57105953453467,0.57105953453467
thetao,W20p0,4,1,0.5700794940454447,0.5700794940454447
thetao,W20p0,4,2,0.5679916622069373,0.5679916622069373
thetao,W10p0,4,12,-0.5667410282880869,0.5667410282880869
thetao,W20p0,4,5,0.5664869256847146,0.5664869256847146
thetao,W10p0,2,4,-0.5661291534162973,0.5661291534162973
thetao,W20p0,2,10,-0.566050965776764,0.566050965776764
thetao,W10p0,2,8,-0.5655568246192104,0.5655568246192104
thetao,W20p0,2,9,-0.5646783311326873,0.5646783311326873
thetao,W10p0,4,13,-0.5640964906632994,0.5640964906632994
so,W30p0,2,9,-0.5608697609470715,0.5608697609470715
thetao,W20p0,4,6,0.5590362788957748,0.5590362788957748
so,W20p0,1,14,0.5555378528155758,0.5555378528155758
thetao,W60p0,2,2,-0.5542990426463855,0.5542990426463855
thetao,W30p0,1,14,-0.5540599996834544,0.5540599996834544
so,W30p0,2,8,-0.5521576374376281,0.5521576374376281
so,W20p0,9,2,-0.5516942791258593,0.5516942791258593
thetao,W60p0,6,5,0.5495112066372014,0.5495112066372014
thetao,W40p0,1,11,-0.5484894353930833,0.5484894353930833
thetao,W10p0,2,9,-0.5477084985816775,0.5477084985816775
so,W30p0,2,10,-0.5475764934486519,0.5475764934486519
thetao,W10p0,2,10,-0.544486938005871,0.544486938005871
