n,feature,score,curve_r2
1,so W60p0 EOF1 lag1,,0.0562058105343905
2,thetao W30p0 EOF6 lag13,,0.1088289175417327
3,thetao W30p0 EOF6 lag12,,0.1790590624960425
4,so W20p0 EOF10 lag3,,0.1854379767429905
5,so W20p0 EOF10 lag4,,0.1857868596952769
6,thetao W30p0 EOF6 lag11,,0.21894946175383
7,thetao W10p0 EOF4 lag3,,0.2289757019747312
8,thetao W30p0 EOF8 lag6,,0.2341511057821008
9,so W10p0 EOF1 lag4,,0.2341781300736219
10,so W60p0 EOF1 lag0,,0.2476945442744837
