var,lon,mode0,lag,corr,abs_corr
thetao,W60p0,9,25,0.1455907170621274,0.1455907170621274
so,W20p0,9,22,-0.14536013544661788,0.14536013544661788
thetao,W20p0,3,15,0.14535166476428338,0.14535166476428338
thetao,W10p0,6,19,-0.14527992311676072,0.14527992311676072
so,W30p0,1,9,-0.1452041592908965,0.1452041592908965
thetao,W30p0,8,6,-0.145109091498364,0.145109091498364
so,W40p0,7,1,-0.14510294139703717,0.14510294139703717
so,W30p0,1,0,0.14503451283393973,0.14503451283393973
thetao,W40p0,8,1,0.14489609082019217,0.14489609082019217
so,W20p0,7,7,-0.14477788921956028,0.14477788921956028
thetao,W40p0,4,24,0.14467654837503688,0.14467654837503688
so,W30p0,4,21,0.14467425142726761,0.14467425142726761
so,W20p0,9,23,-0.1446555462918025,0.1446555462918025
thetao,W60p0,4,16,-0.14447456393851307,0.14447456393851307
so,W60p0,2,23,-0.144229994427224,0.144229994427224
thetao,W60p0,3,11,-0.1440792312708593,0.1440792312708593
so,W60p0,1,3,0.14407469871360737,0.14407469871360737
so,W20p0,4,19,-0.14390299116436298,0.14390299116436298
thetao,W10p0,9,20,-0.14379160775090527,0.14379160775090527
so,W40p0,1,24,-0.14375836104430462,0.14375836104430462
thetao,W30p0,1,12,0.143331514236672,0.143331514236672
so,W30p0,8,18,0.14312714317387792,0.14312714317387792
so,W40p0,1,15,0.14311512715867877,0.14311512715867877
so,W10p0,1,11,0.14305053432376613,0.14305053432376613
so,W40p0,6,25,-0.1430352336777636,0.1430352336777636
so,W10p0,5,0,-0.14298834211299496,0.14298834211299496
so,W10p0,6,1,-0.14277421708194601,0.14277421708194601
thetao,W40p0,0,14,-0.14270659151211426,0.14270659151211426
thetao,W10p0,7,12,-0.1427005405098208,0.1427005405098208
thetao,W40p0,8,24,0.14253911562342553,0.14253911562342553
so,W40p0,3,11,-0.1424952189966133,0.1424952189966133
so,W40p0,8,1,-0.14183829915224885,0.14183829915224885
thetao,W30p0,1,4,0.14170611641755848,0.14170611641755848
thetao,W40p0,8,21,0.14167148648594394,0.14167148648594394
thetao,W60p0,6,18,-0.14162082472245957,0.14162082472245957
thetao,W10p0,1,2,-0.14153430741572628,0.14153430741572628
so,W40p0,0,0,0.14147273259158183,0.14147273259158183
thetao,W40p0,9,3,0.141373062210347,0.141373062210347
thetao,W10p0,3,21,0.14132851037341548,0.14132851037341548
thetao,W40p0,5,4,0.14129923076194514,0.14129923076194514
so,W10p0,0,10,-0.1412822601357495,0.1412822601357495
so,W60p0,2,6,-0.14127128519617896,0.14127128519617896
thetao,W60p0,0,7,0.14120368626778473,0.14120368626778473
thetao,W60p0,6,9,0.1411844993404462,0.1411844993404462
so,W20p0,5,2,0.14098933151114798,0.14098933151114798
so,W20p0,9,13,-0.14097149072526,0.14097149072526
thetao,W20p0,9,10,-0.1408341761994103,0.1408341761994103
thetao,W20p0,5,8,-0.14056585385940568,0.14056585385940568
thetao,W40p0,3,1,-0.14048058420071852,0.14048058420071852
so,W60p0,5,5,0.14033495536675314,0.14033495536675314
so,W60p0,4,1,-0.14015028797403248,0.14015028797403248
thetao,W40p0,4,22,0.13997758654411893,0.13997758654411893
thetao,W30p0,5,6,0.1398536665609182,0.1398536665609182
so,W40p0,0,3,-0.13981580400025934,0.13981580400025934
so,W40p0,0,13,-0.1397265414633732,0.1397265414633732
so,W40p0,2,16,0.13959814919726826,0.13959814919726826
so,W20p0,6,8,-0.13943492517669792,0.13943492517669792
so,W20p0,3,20,0.13938989450630754,0.13938989450630754
thetao,W10p0,1,0,-0.1391516233755581,0.1391516233755581
so,W60p0,3,7,-0.13912742195540476,0.13912742195540476
thetao,W60p0,5,16,0.13912054039713492,0.13912054039713492
thetao,W60p0,3,9,-0.1390686747454545,0.1390686747454545
thetao,W40p0,2,19,-0.13901787975939447,0.13901787975939447
thetao,W60p0,4,14,-0.13880287830404647,0.13880287830404647
so,W20p0,7,5,0.13849050155614215,0.13849050155614215
thetao,W10p0,8,7,-0.13824265561015758,0.13824265561015758
thetao,W60p0,3,3,-0.13819927733852289,0.13819927733852289
thetao,W20p0,4,23,0.13818586404507152,0.13818586404507152
so,W30p0,4,7,0.13813465292337815,0.13813465292337815
thetao,W40p0,9,23,0.13809723430773505,0.13809723430773505
thetao,W40p0,4,2,-0.13808877683252735,0.13808877683252735
so,W60p0,9,5,0.13781640827636368,0.13781640827636368
thetao,W10p0,4,11,0.13772728361970285,0.13772728361970285
thetao,W10p0,6,15,-0.13756944328393272,0.13756944328393272
thetao,W40p0,8,2,0.13744486217553825,0.13744486217553825
thetao,W60p0,3,0,-0.13735122151571452,0.13735122151571452
thetao,W20p0,1,7,-0.13716425555937445,0.13716425555937445
so,W20p0,4,7,0.13712086240534171,0.13712086240534171
so,W10p0,9,23,-0.13706573665251748,0.13706573665251748
so,W30p0,7,10,0.13696796061863412,0.13696796061863412
so,W40p0,1,13,0.1368792605426882,0.1368792605426882
thetao,W60p0,3,15,-0.13683092295145463,0.13683092295145463
so,W10p0,0,15,-0.13678763471503017,0.13678763471503017
thetao,W10p0,4,1,-0.13666580002350698,0.13666580002350698
thetao,W40p0,7,6,-0.13655320549599828,0.13655320549599828
thetao,W10p0,6,18,-0.13644257626018685,0.13644257626018685
so,W10p0,1,17,0.1362891921594893,0.1362891921594893
so,W20p0,6,4,-0.13618870494712335,0.13618870494712335
thetao,W10p0,9,15,-0.13613719755476703,0.13613719755476703
thetao,W20p0,2,18,-0.13588408509316224,0.13588408509316224
thetao,W30p0,1,11,0.13583674039346857,0.13583674039346857
so,W60p0,6,20,-0.13577379476728063,0.13577379476728063
so,W40p0,7,23,-0.1357401599285098,0.1357401599285098
so,W40p0,9,17,-0.13572891854007624,0.13572891854007624
thetao,W10p0,6,14,-0.13566780866582578,0.13566780866582578
thetao,W40p0,4,6,-0.13565454453627396,0.13565454453627396
so,W30p0,9,0,0.13549364953297957,0.13549364953297957
so,W60p0,6,22,-0.13543887455221837,0.13543887455221837
so,W60p0,2,19,0.13539031490343503,0.13539031490343503
thetao,W30p0,9,9,-0.134959436354638,0.134959436354638
so,W60p0,7,22,0.13481087640467856,0.13481087640467856
so,W60p0,0,19,-0.13480057900439749,0.13480057900439749
so,W40p0,7,22,-0.13440182059726227,0.13440182059726227
thetao,W20p0,0,24,0.13440027473677,0.13440027473677
thetao,W10p0,9,9,-0.13424627919694138,0.13424627919694138
so,W30p0,4,4,0.1340417569693539,0.1340417569693539
so,W40p0,3,14,-0.13397745269758501,0.13397745269758501
thetao,W40p0,4,18,0.13383430808550056,0.13383430808550056
so,W40p0,9,15,-0.13376475393607865,0.13376475393607865
so,W30p0,7,8,0.13368659805030167,0.13368659805030167
thetao,W20p0,0,16,-0.13365145972860756,0.13365145972860756
so,W30p0,9,2,0.1333462046823077,0.1333462046823077
so,W10p0,8,13,0.13322628271137318,0.13322628271137318
thetao,W20p0,5,13,-0.13318974294196903,0.13318974294196903
thetao,W20p0,6,15,0.13313494286611904,0.13313494286611904
so,W10p0,0,9,-0.13313309356702174,0.13313309356702174
so,W30p0,5,4,0.13290864861906035,0.13290864861906035
thetao,W60p0,7,10,-0.1328918826140371,0.1328918826140371
so,W20p0,1,5,-0.13269451699128681,0.13269451699128681
so,W10p0,7,23,0.13264698151540652,0.13264698151540652
thetao,W60p0,1,8,-0.13264064373222884,0.13264064373222884
so,W10p0,7,21,0.13252367568196213,0.13252367568196213
so,W20p0,8,10,0.1324609442403518,0.1324609442403518
thetao,W30p0,6,19,-0.1324587803324751,0.1324587803324751
thetao,W40p0,8,15,-0.13220970602451285,0.13220970602451285
thetao,W30p0,0,8,-0.13206279137728694,0.13206279137728694
thetao,W30p0,0,14,-0.13203214333191604,0.13203214333191604
thetao,W20p0,2,17,-0.13200771032389322,0.13200771032389322
thetao,W40p0,2,5,-0.13200525870174515,0.13200525870174515
thetao,W30p0,5,24,0.13198411529801257,0.13198411529801257
so,W60p0,6,12,0.13189524063388594,0.13189524063388594
so,W30p0,8,10,-0.1317498175270444,0.1317498175270444
so,W30p0,0,14,0.1317349750412452,0.1317349750412452
thetao,W10p0,6,24,0.13167357122279594,0.13167357122279594
thetao,W60p0,7,21,-0.1314885637227614,0.1314885637227614
so,W10p0,4,12,0.13135937923387522,0.13135937923387522
so,W20p0,0,24,-0.13131318214542956,0.13131318214542956
thetao,W60p0,7,9,-0.13122782463873814,0.13122782463873814
thetao,W40p0,1,4,0.13114729136121842,0.13114729136121842
thetao,W30p0,7,8,-0.13104690191477453,0.13104690191477453
so,W60p0,2,11,-0.1309442524508012,0.1309442524508012
thetao,W30p0,7,2,-0.13085731497876527,0.13085731497876527
so,W60p0,3,23,0.13070553181093758,0.13070553181093758
so,W30p0,8,15,0.13064539730215438,0.13064539730215438
thetao,W20p0,4,4,0.13058089293900205,0.13058089293900205
so,W20p0,4,12,0.13019425444880137,0.13019425444880137
so,W20p0,5,21,-0.13015808558636596,0.13015808558636596
thetao,W30p0,4,20,0.12983563118339495,0.12983563118339495
so,W10p0,4,10,0.12983094426428607,0.12983094426428607
so,W20p0,9,11,-0.12977830438943438,0.12977830438943438
so,W20p0,7,22,-0.1297734476478922,0.1297734476478922
thetao,W20p0,3,1,0.1297461662687646,0.1297461662687646
so,W60p0,3,10,-0.12974294711176648,0.12974294711176648
so,W30p0,2,23,-0.12960576703114618,0.12960576703114618
so,W40p0,4,12,-0.12959096357254382,0.12959096357254382
thetao,W10p0,2,1,0.12955781603730784,0.12955781603730784
thetao,W30p0,5,4,0.12952489512610485,0.12952489512610485
thetao,W20p0,6,1,-0.12946471868297138,0.12946471868297138
so,W10p0,5,17,0.1291429238745097,0.1291429238745097
thetao,W30p0,5,22,0.12889633210503346,0.12889633210503346
so,W60p0,3,2,-0.1287759480769663,0.1287759480769663
so,W10p0,3,18,0.12865646685791304,0.12865646685791304
so,W10p0,9,3,-0.1286530841781614,0.1286530841781614
thetao,W20p0,4,5,0.1285034872557434,0.1285034872557434
so,W10p0,3,10,0.1284394512373222,0.1284394512373222
so,W60p0,1,1,0.128167458419169,0.128167458419169
thetao,W30p0,0,7,-0.12814811714909793,0.12814811714909793
thetao,W10p0,9,14,-0.12790855024004616,0.12790855024004616
thetao,W30p0,0,23,0.12788075812989042,0.12788075812989042
thetao,W60p0,0,8,0.12779027330551565,0.12779027330551565
thetao,W30p0,6,18,-0.1277277221960291,0.1277277221960291
thetao,W10p0,7,20,0.12761642436776618,0.12761642436776618
so,W20p0,1,16,0.12726900215455578,0.12726900215455578
so,W30p0,6,2,0.1271885872753252,0.1271885872753252
so,W10p0,2,3,0.12702468526578461,0.12702468526578461
so,W10p0,2,22,0.12700534786696457,0.12700534786696457
so,W20p0,7,19,-0.1269717756389544,0.1269717756389544
so,W30p0,0,13,0.1269540610407009,0.1269540610407009
so,W30p0,3,12,-0.12676786684844585,0.12676786684844585
thetao,W40p0,4,11,0.12667915767953836,0.12667915767953836
thetao,W20p0,7,3,0.12639451693407694,0.12639451693407694
so,W10p0,8,7,0.12633293239757576,0.12633293239757576
so,W10p0,8,16,0.12632171521858906,0.12632171521858906
so,W40p0,3,13,-0.12617434490744991,0.12617434490744991
thetao,W20p0,4,7,0.12614058137311812,0.12614058137311812
so,W10p0,8,9,0.1260492794682933,0.1260492794682933
so,W10p0,3,9,0.1259888298749368,0.1259888298749368
thetao,W30p0,0,19,0.1258171011327153,0.1258171011327153
so,W20p0,1,3,0.12580569235005837,0.12580569235005837
so,W40p0,9,16,-0.12578478812792382,0.12578478812792382
thetao,W30p0,5,0,0.1257124790689148,0.1257124790689148
so,W10p0,3,25,0.12570406930405703,0.12570406930405703
thetao,W30p0,4,19,0.1255823151454077,0.1255823151454077
thetao,W40p0,3,25,0.12554826052713128,0.12554826052713128
so,W60p0,4,24,0.1254492654837323,0.1254492654837323
so,W60p0,5,20,-0.12542870200231945,0.12542870200231945
thetao,W10p0,7,17,0.1252743422444748,0.1252743422444748
so,W20p0,7,24,-0.1250877988031809,0.1250877988031809
thetao,W20p0,6,19,0.12501837511348565,0.12501837511348565
so,W40p0,4,4,0.12498836091745806,0.12498836091745806
thetao,W30p0,1,18,-0.12490714603999882,0.12490714603999882
thetao,W10p0,6,25,0.12486383301837858,0.12486383301837858
so,W30p0,5,17,-0.12446583553231222,0.12446583553231222
so,W10p0,5,3,-0.12439706997329218,0.12439706997329218
thetao,W30p0,7,14,0.1243894581921079,0.1243894581921079
thetao,W40p0,6,19,0.12433269078666705,0.12433269078666705
so,W40p0,7,17,-0.12427735317928545,0.12427735317928545
so,W60p0,5,21,-0.12415646317416584,0.12415646317416584
thetao,W20p0,1,9,-0.12373813198300816,0.12373813198300816
thetao,W20p0,0,12,0.12368345747874222,0.12368345747874222
so,W40p0,0,1,-0.1234678862982022,0.1234678862982022
thetao,W60p0,3,13,-0.1234023335938285,0.1234023335938285
thetao,W40p0,6,0,-0.1233462336935405,0.1233462336935405
thetao,W30p0,0,9,-0.12302761720483417,0.12302761720483417
thetao,W30p0,5,3,0.12287244181103284,0.12287244181103284
so,W60p0,9,14,-0.12269541366052072,0.12269541366052072
thetao,W10p0,7,24,0.12257361011315238,0.12257361011315238
so,W60p0,3,19,-0.12249595413657734,0.12249595413657734
so,W30p0,7,15,-0.12232134891740201,0.12232134891740201
thetao,W60p0,4,19,-0.12216581748476056,0.12216581748476056
so,W20p0,9,10,-0.12178152893571648,0.12178152893571648
thetao,W60p0,9,10,-0.12161887099307593,0.12161887099307593
thetao,W30p0,4,24,0.12157922254429415,0.12157922254429415
thetao,W40p0,1,1,0.1213994008848625,0.1213994008848625
thetao,W60p0,5,14,0.12101635286640774,0.12101635286640774
thetao,W60p0,1,5,-0.12093516570725624,0.12093516570725624
so,W40p0,9,8,-0.12076280850568452,0.12076280850568452
thetao,W20p0,4,24,0.12074915499138858,0.12074915499138858
so,W20p0,2,3,0.12055221989031317,0.12055221989031317
thetao,W20p0,8,21,0.12047100339678829,0.12047100339678829
thetao,W40p0,1,2,0.12034808261124348,0.12034808261124348
thetao,W30p0,2,21,0.1202801370168125,0.1202801370168125
so,W40p0,6,1,0.12015843561557778,0.12015843561557778
thetao,W40p0,9,9,0.1199343508598048,0.1199343508598048
so,W40p0,5,18,0.11978769421223714,0.11978769421223714
thetao,W40p0,2,18,-0.11977300338390957,0.11977300338390957
thetao,W40p0,0,3,-0.11974672063975784,0.11974672063975784
so,W30p0,8,8,-0.11963909574093103,0.11963909574093103
thetao,W10p0,4,9,0.11957047993653057,0.11957047993653057
thetao,W30p0,4,10,-0.11935010878389574,0.11935010878389574
thetao,W20p0,4,25,0.11929524404026445,0.11929524404026445
so,W40p0,6,10,-0.11922465668820525,0.11922465668820525
thetao,W60p0,0,20,-0.11911069510673862,0.11911069510673862
thetao,W30p0,2,20,0.11907797504450315,0.11907797504450315
so,W60p0,6,0,-0.11905399027218048,0.11905399027218048
so,W60p0,4,18,-0.11902265569549085,0.11902265569549085
so,W20p0,5,20,-0.11898646337480544,0.11898646337480544
so,W20p0,6,0,-0.11884996668154656,0.11884996668154656
so,W40p0,8,14,0.11881487342897348,0.11881487342897348
so,W60p0,8,19,0.11877978381925387,0.11877978381925387
so,W20p0,6,1,-0.11865930971043097,0.11865930971043097
thetao,W10p0,9,17,-0.11861876831589065,0.11861876831589065
so,W40p0,0,8,-0.11860114520401588,0.11860114520401588
so,W20p0,1,21,0.11855051841450795,0.11855051841450795
so,W30p0,6,5,0.1185331059836568,0.1185331059836568
thetao,W40p0,6,2,-0.11829695008820944,0.11829695008820944
so,W10p0,8,5,0.118194941907599,0.118194941907599
so,W10p0,6,20,-0.11815615373378846,0.11815615373378846
so,W30p0,9,21,-0.117986672796314,0.117986672796314
so,W20p0,7,10,-0.11793450248767735,0.11793450248767735
thetao,W20p0,7,11,-0.11791533939405996,0.11791533939405996
thetao,W30p0,1,10,0.11778418664487186,0.11778418664487186
so,W20p0,7,11,-0.11765410916097022,0.11765410916097022
thetao,W60p0,9,9,-0.11756999983479331,0.11756999983479331
so,W10p0,8,17,0.11735395832518457,0.11735395832518457
so,W30p0,0,23,-0.11729952276225308,0.11729952276225308
thetao,W20p0,5,16,0.11728126551069515,0.11728126551069515
so,W20p0,7,9,-0.11719150680450229,0.11719150680450229
so,W20p0,0,15,0.11692255766018782,0.11692255766018782
thetao,W40p0,4,1,-0.11680112267566607,0.11680112267566607
thetao,W60p0,8,23,-0.11659981648732809,0.11659981648732809
thetao,W20p0,9,0,-0.11656072077669137,0.11656072077669137
thetao,W10p0,1,20,-0.11655967350305263,0.11655967350305263
so,W10p0,0,7,-0.11655731136631314,0.11655731136631314
so,W40p0,2,8,-0.116488881960227,0.116488881960227
thetao,W10p0,3,5,0.1160938996494461,0.1160938996494461
so,W20p0,6,19,0.11596006441202278,0.11596006441202278
so,W40p0,9,24,-0.11594867550940258,0.11594867550940258
so,W60p0,1,5,0.11588015190371788,0.11588015190371788
so,W40p0,3,17,-0.11584810005108377,0.11584810005108377
so,W20p0,1,0,-0.11561031208720428,0.11561031208720428
so,W30p0,1,6,-0.11550150987462901,0.11550150987462901
thetao,W30p0,9,7,-0.11547755895207217,0.11547755895207217
so,W30p0,0,15,0.1153643882218298,0.1153643882218298
thetao,W60p0,4,7,0.11533796174507972,0.11533796174507972
thetao,W10p0,2,0,0.11528714988198456,0.11528714988198456
so,W10p0,7,20,-0.11507616614062642,0.11507616614062642
so,W10p0,9,6,-0.11499106140434115,0.11499106140434115
so,W10p0,0,2,-0.11489013245628978,0.11489013245628978
so,W20p0,4,10,0.11457792768529304,0.11457792768529304
so,W40p0,5,23,0.11450638075748187,0.11450638075748187
so,W10p0,0,1,-0.11448215906420409,0.11448215906420409
thetao,W20p0,1,16,0.11447896774948926,0.11447896774948926
thetao,W10p0,2,21,0.11425088424447086,0.11425088424447086
thetao,W30p0,3,23,0.11420466142350316,0.11420466142350316
so,W10p0,5,2,-0.11416846508947817,0.11416846508947817
so,W40p0,6,15,0.11411989113185937,0.11411989113185937
so,W60p0,7,10,-0.11411275185273655,0.11411275185273655
so,W10p0,7,5,-0.11404714883121016,0.11404714883121016
thetao,W60p0,6,8,0.11402708469481579,0.11402708469481579
so,W60p0,1,4,0.11395278464412481,0.11395278464412481
so,W20p0,3,18,-0.113799539988362,0.113799539988362
thetao,W30p0,9,16,0.11376254810923274,0.11376254810923274
thetao,W60p0,4,15,-0.11370798235384777,0.11370798235384777
so,W40p0,0,18,-0.11349623421158359,0.11349623421158359
so,W10p0,8,15,0.11344142701354099,0.11344142701354099
so,W10p0,2,23,0.11342785548692358,0.11342785548692358
thetao,W30p0,1,17,-0.11342591165453514,0.11342591165453514
thetao,W30p0,5,15,-0.11328482384641589,0.11328482384641589
thetao,W20p0,1,17,0.1132277111712627,0.1132277111712627
so,W20p0,4,11,0.11320301011698505,0.11320301011698505
thetao,W20p0,4,6,0.11315321121709764,0.11315321121709764
thetao,W20p0,6,4,-0.11288343672209422,0.11288343672209422
so,W40p0,9,14,-0.11282735815421814,0.11282735815421814
thetao,W30p0,7,11,-0.112715404055559,0.112715404055559
thetao,W10p0,0,23,-0.1126220890486844,0.1126220890486844
thetao,W10p0,3,7,0.11251694747175002,0.11251694747175002
so,W30p0,4,25,0.1124718956138662,0.1124718956138662
so,W10p0,2,20,0.11245919898476264,0.11245919898476264
thetao,W10p0,8,16,0.11245524597662776,0.11245524597662776
thetao,W60p0,5,21,0.11242697542693512,0.11242697542693512
so,W40p0,4,13,-0.11236564340483664,0.11236564340483664
thetao,W10p0,9,1,0.11234720741180108,0.11234720741180108
thetao,W30p0,2,22,0.11204713024954237,0.11204713024954237
so,W40p0,7,15,-0.11200293333318416,0.11200293333318416
so,W10p0,0,22,0.11180356602172008,0.11180356602172008
thetao,W10p0,8,15,0.11152297325721974,0.11152297325721974
so,W40p0,6,2,0.11149256004407415,0.11149256004407415
so,W20p0,6,25,-0.11144109948156958,0.11144109948156958
thetao,W20p0,3,14,0.11132936008126339,0.11132936008126339
thetao,W40p0,9,6,0.11132085755990966,0.11132085755990966
so,W30p0,7,0,-0.1112333273390061,0.1112333273390061
thetao,W30p0,9,11,-0.11119945516400691,0.11119945516400691
thetao,W30p0,8,7,-0.11107521715202559,0.11107521715202559
so,W60p0,0,18,-0.11099138588141585,0.11099138588141585
so,W60p0,1,6,0.110910214881716,0.110910214881716
thetao,W10p0,9,0,0.1108275523902467,0.1108275523902467
thetao,W20p0,8,7,-0.11059558001917065,0.11059558001917065
so,W30p0,8,17,0.1105944400509484,0.1105944400509484
so,W20p0,8,20,0.11059404419364205,0.11059404419364205
thetao,W60p0,8,21,-0.11054311315416172,0.11054311315416172
thetao,W40p0,3,3,-0.11047652733969057,0.11047652733969057
thetao,W20p0,8,17,-0.11041134106207878,0.11041134106207878
so,W40p0,3,19,-0.11033943031794857,0.11033943031794857
thetao,W60p0,3,14,-0.10989263451990469,0.10989263451990469
thetao,W60p0,1,9,-0.10987665426715658,0.10987665426715658
so,W10p0,8,14,0.10979886593056229,0.10979886593056229
thetao,W60p0,3,12,-0.10978681694862658,0.10978681694862658
so,W30p0,8,13,0.10965090621013286,0.10965090621013286
thetao,W40p0,9,20,0.10963383613954536,0.10963383613954536
thetao,W20p0,3,13,0.10947696232394395,0.10947696232394395
so,W30p0,3,18,0.10943818888779303,0.10943818888779303
thetao,W20p0,1,15,0.10934277339669848,0.10934277339669848
thetao,W30p0,9,10,-0.10927965761238982,0.10927965761238982
thetao,W10p0,1,11,-0.10921001846954512,0.10921001846954512
so,W20p0,3,17,-0.10915892909725639,0.10915892909725639
thetao,W40p0,3,18,0.1090794519336407,0.1090794519336407
thetao,W40p0,7,1,-0.10896273681658304,0.10896273681658304
thetao,W20p0,3,6,-0.10890149937578407,0.10890149937578407
so,W40p0,2,22,0.10886037269543596,0.10886037269543596
thetao,W20p0,1,21,0.10885724902887103,0.10885724902887103
thetao,W60p0,4,13,-0.10883669148183747,0.10883669148183747
so,W60p0,9,13,-0.10879349455454514,0.10879349455454514
thetao,W30p0,1,8,0.10870609828645897,0.10870609828645897
thetao,W60p0,5,5,0.10827726372838763,0.10827726372838763
so,W60p0,1,8,0.10812408622513987,0.10812408622513987
thetao,W30p0,4,25,0.10804662112568504,0.10804662112568504
thetao,W60p0,1,7,-0.10802020066560093,0.10802020066560093
so,W20p0,3,7,0.10800543974563663,0.10800543974563663
thetao,W60p0,5,20,0.10798495092166527,0.10798495092166527
so,W10p0,9,8,-0.10797697208108938,0.10797697208108938
so,W60p0,2,16,0.10778445577423271,0.10778445577423271
so,W20p0,5,0,0.10749326222234427,0.10749326222234427
thetao,W20p0,4,3,0.1070344208204171,0.1070344208204171
thetao,W60p0,3,25,0.10696207694288137,0.10696207694288137
so,W60p0,8,15,0.1068081651899223,0.1068081651899223
so,W10p0,4,0,0.1067938637089102,0.1067938637089102
so,W40p0,7,12,-0.10677079119865224,0.10677079119865224
so,W10p0,8,24,0.10665486275886822,0.10665486275886822
so,W10p0,8,2,0.1065694484820903,0.1065694484820903
thetao,W60p0,1,21,-0.10645142653159753,0.10645142653159753
thetao,W20p0,5,4,0.10638050522456675,0.10638050522456675
so,W20p0,1,6,-0.10622830049797602,0.10622830049797602
thetao,W40p0,6,23,0.10606964421541829,0.10606964421541829
thetao,W30p0,0,20,0.10593799722830523,0.10593799722830523
thetao,W30p0,1,1,0.10588135739520559,0.10588135739520559
so,W60p0,2,25,-0.10563947625219136,0.10563947625219136
so,W40p0,7,10,0.10550390146471204,0.10550390146471204
thetao,W60p0,2,5,0.1052175018062161,0.1052175018062161
thetao,W40p0,0,4,-0.10487445207471742,0.10487445207471742
thetao,W60p0,7,13,-0.10475058027318783,0.10475058027318783
so,W40p0,7,16,-0.10470123088817883,0.10470123088817883
thetao,W30p0,1,22,-0.10463610801639864,0.10463610801639864
thetao,W40p0,9,2,0.1045248628375011,0.1045248628375011
so,W30p0,5,0,0.10441432698180776,0.10441432698180776
thetao,W20p0,8,24,0.10438377821103052,0.10438377821103052
thetao,W20p0,1,14,0.10428675031239486,0.10428675031239486
thetao,W10p0,7,8,-0.10426938730356643,0.10426938730356643
thetao,W20p0,6,8,-0.1042444066049894,0.1042444066049894
thetao,W40p0,3,7,-0.10423959102831039,0.10423959102831039
so,W20p0,6,20,0.10417467441871643,0.10417467441871643
so,W40p0,2,5,-0.10402295830693417,0.10402295830693417
thetao,W20p0,7,21,0.10387908108213778,0.10387908108213778
thetao,W60p0,4,8,0.10348877257716782,0.10348877257716782
thetao,W30p0,6,14,-0.10319077196653653,0.10319077196653653
so,W10p0,0,24,0.10307542165422763,0.10307542165422763
thetao,W10p0,3,0,-0.10296114132485952,0.10296114132485952
thetao,W60p0,1,6,-0.1028461403159518,0.1028461403159518
thetao,W30p0,6,15,-0.10272064204523472,0.10272064204523472
thetao,W10p0,5,20,0.10259608905359972,0.10259608905359972
so,W10p0,6,17,-0.10254228300389627,0.10254228300389627
so,W10p0,3,12,0.10246911642299114,0.10246911642299114
thetao,W20p0,8,18,0.10234580708135144,0.10234580708135144
thetao,W20p0,5,1,0.10221262327856115,0.10221262327856115
so,W60p0,4,0,0.10163915775070358,0.10163915775070358
so,W30p0,1,7,-0.10147955480622436,0.10147955480622436
so,W30p0,1,10,-0.10146611956483498,0.10146611956483498
so,W10p0,2,18,-0.10134667491960271,0.10134667491960271
so,W10p0,0,23,0.10131144325559432,0.10131144325559432
thetao,W20p0,2,1,0.10129527526150355,0.10129527526150355
thetao,W40p0,7,12,-0.10108308273383664,0.10108308273383664
thetao,W10p0,4,25,-0.10104624525217477,0.10104624525217477
thetao,W40p0,0,23,0.10098896999229297,0.10098896999229297
so,W10p0,5,24,0.10089625795588206,0.10089625795588206
thetao,W10p0,4,10,0.10077632839424,0.10077632839424
so,W40p0,8,7,0.10071516449763293,0.10071516449763293
thetao,W20p0,7,4,0.10054777540798626,0.10054777540798626
so,W10p0,9,12,-0.10044491485885138,0.10044491485885138
so,W10p0,6,8,0.10030690787112354,0.10030690787112354
so,W20p0,2,24,0.10026597607860706,0.10026597607860706
thetao,W10p0,6,1,-0.10025816502870172,0.10025816502870172
so,W40p0,3,12,-0.10019549656398642,0.10019549656398642
thetao,W30p0,0,24,0.10012716904161484,0.10012716904161484
thetao,W20p0,0,17,-0.10004314261038726,0.10004314261038726
so,W60p0,8,17,0.09979938341330813,0.09979938341330813
so,W10p0,7,16,-0.09979838475998057,0.09979838475998057
thetao,W10p0,9,3,0.09971031825611591,0.09971031825611591
thetao,W60p0,7,17,0.09967088978235357,0.09967088978235357
so,W20p0,4,24,0.09959825719120992,0.09959825719120992
thetao,W40p0,8,16,-0.0995113455554271,0.0995113455554271
thetao,W60p0,3,17,-0.09945639087643396,0.09945639087643396
thetao,W20p0,3,2,0.09944876540525996,0.09944876540525996
so,W60p0,5,16,-0.09925526928626095,0.09925526928626095
thetao,W20p0,5,6,-0.09923734681001514,0.09923734681001514
thetao,W10p0,9,7,-0.0991930710010159,0.0991930710010159
so,W60p0,2,20,0.09919227607423667,0.09919227607423667
so,W20p0,1,18,0.09888779696802469,0.09888779696802469
so,W60p0,7,20,0.09885766145256854,0.09885766145256854
so,W10p0,7,25,0.09882267398719774,0.09882267398719774
so,W10p0,8,18,0.0985294058008307,0.0985294058008307
thetao,W10p0,1,12,-0.09812600865247137,0.09812600865247137
thetao,W20p0,3,9,-0.09810097523839097,0.09810097523839097
thetao,W10p0,3,15,-0.09804650466373777,0.09804650466373777
thetao,W60p0,7,16,0.09778485314266254,0.09778485314266254
thetao,W60p0,5,19,0.09771243013539076,0.09771243013539076
so,W60p0,4,2,-0.09758655372960547,0.09758655372960547
so,W60p0,4,22,0.09747909971004341,0.09747909971004341
so,W10p0,6,15,-0.09740675623710136,0.09740675623710136
so,W60p0,6,2,-0.0969642760760156,0.0969642760760156
