alpha,mean_cv_r2,std_cv_r2,n_folds_used
40.0,-2.7231088690268375,3.450911440326343,3
30.0,-2.7235428625869353,3.2029659542778233,3
50.0,-2.7957162145737726,3.5962206845034497,3
60.0,-2.901636182900574,3.6804468358616433,3
70.0,-3.021020119317381,3.7289640936103683,3
100.0,-3.3803013167557108,3.7813907605624566,3
10.0,-3.3840881718749394,2.362903604910987,3
5.0,-3.905438974928934,2.663602946296547,3
4.0,-4.055826652463405,2.909740362944114,3
3.0,-4.243693635816187,3.3082814273059826,3
300.0,-4.676654134893007,3.873765595265928,3
1.0,-5.09071626894763,5.257013728181864,3
0.3,-6.442930163579329,7.075460627319956,3
0.1,-7.85203471700332,7.8290738994331885,3
0.03,-9.20034601455554,8.005036377609253,3
0.01,-9.913486303127153,8.054202676170558,3
