n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.16157990840522263,0.44692394862521745,so,W60p0,1,0
7,0.04564730201217393,0.5703306171172655,so,W30p0,1,4
3,0.03156445117425544,0.4784883997994729,so,W60p0,1,1
24,0.027022647272312073,0.7207574489234239,thetao,W30p0,4,0
5,0.02216593978441228,0.511074424219242,so,W40p0,3,0
11,0.021841660341547553,0.6266815160920918,so,W30p0,1,3
16,0.01987116279839507,0.6733676045250788,so,W10p0,4,2
10,0.018381905431576695,0.6048398557505442,so,W10p0,4,6
9,0.01690083221842653,0.5864579503189675,thetao,W10p0,1,6
6,0.0136088908858496,0.5246833151050916,so,W10p0,4,1
18,0.01192117308001972,0.6851119716552898,thetao,W30p0,4,3
28,0.011679406034085682,0.7444404082864265,thetao,W20p0,1,2
12,0.011435211855110317,0.6381167279472021,so,W10p0,4,8
4,0.010420084635356819,0.4889084844348297,thetao,W60p0,2,0
