alpha,mean_cv_r2,std_cv_r2,n_folds_used
40.0,-1.7191374935014914,2.120699695821538,3
50.0,-1.7227872018701695,2.0496691048485975,3
60.0,-1.735835798029678,2.001198932404341,3
30.0,-1.7390236209321148,2.2338229051274605,3
70.0,-1.7524390456728227,1.9661565962138496,3
100.0,-1.8038872196940539,1.9026652637574724,3
300.0,-1.976616719687293,1.8067045697366098,3
10.0,-2.1032464720084225,2.9062217636462524,3
5.0,-2.4863965044414784,3.4479122066202037,3
4.0,-2.6118649308122364,3.6182133906751797,3
3.0,-2.7663635230040255,3.8254606187296973,3
1.0,-3.2214682596879474,4.427106021691553,3
0.3,-3.4655600057544746,4.747575906311229,3
0.1,-3.5498491741390663,4.858248986679851,3
0.03,-3.58134001129409,4.8996168278595285,3
0.01,-3.5905447790585625,4.911711288330673,3
