n_features,post_r2,delta_r2
1,0.11701363847560342,
2,0.2129209592489012,0.09590732077329778
3,0.2502922400701594,0.03737128082125818
4,0.27529645511778045,0.02500421504762107
5,0.32050662012206876,0.045210165004288316
6,0.32514266466365016,0.004636044541581397
7,0.3310808520867754,0.005938187423125241
8,0.33019635815601234,-0.0008844939307630639
9,0.34711223643592837,0.01691587827991603
10,0.3631633059815108,0.01605106954558244
11,0.36817299243756185,0.0050096864560510435
12,0.37104335836361124,0.0028703659260493897
13,0.37506707338440315,0.004023715020791907
14,0.37757034856729255,0.0025032751828893973
15,0.4618018423194399,0.08423149375214734
16,0.48766125870986365,0.025859416390423773
17,0.4926343572457037,0.004973098535840048
18,0.4987826831909695,0.00614832594526582
19,0.5090859292660316,0.010303246075062056
20,0.5097507560429604,0.0006648267769288063
21,0.5190777695579787,0.009327013515018301
22,0.5357104936056151,0.016632724047636382
23,0.5445541030637473,0.008843609458132229
24,0.5438227766775163,-0.0007313263862309682
25,0.5437774004153376,-4.537626217870905e-05
26,0.5434957864499534,-0.0002816139653841754
27,0.5653939948058437,0.021898208355890292
28,0.5823354971483852,0.016941502342541437
29,0.5913320528494879,0.008996555701102693
30,0.59148675879604,0.0001547059465520917
31,0.5914158325546173,-7.092624142268633e-05
32,0.5939798110447987,0.0025639784901814178
33,0.5942270065717065,0.000247195526907773
34,0.5941669527554609,-6.0053816245519975e-05
35,0.5974502718798832,0.003283319124422257
36,0.6044392030770336,0.006988931197150383
37,0.6051084856066135,0.0006692825295798732
38,0.610245655908492,0.005137170301878546
39,0.6124329423577022,0.0021872864492101796
40,0.6125403586539344,0.00010741629623223226
41,0.6972954770325681,0.0847551183786337
42,0.6986735189041048,0.0013780418715366727
43,0.7183891588048285,0.01971563990072367
44,0.7213341747833207,0.0029450159784922825
45,0.7255988469123286,0.004264672129007829
46,0.7261451810469745,0.0005463341346458872
47,0.7261498504063105,4.6693593360735974e-06
48,0.7276881137948894,0.0015382633885788755
49,0.751001170067827,0.02331305627293756
50,0.7551676330354218,0.0041664629675948195
51,0.7552155456036337,4.791256821190526e-05
52,0.7553881341981186,0.0001725885944848793
53,0.756091552156813,0.0007034179586944411
54,0.7613423844939349,0.005250832337121869
55,0.7620916695189752,0.0007492850250403471
56,0.7621222108459117,3.0541326936472935e-05
57,0.7637946513535683,0.0016724405076565807
58,0.7635443255606338,-0.00025032579293449153
59,0.7651079123406389,0.0015635867800051217
60,0.7701840383588792,0.005076126018240257
