n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.0314112251833185
2,so W40p0 EOF2 lag0,,0.0870161245330565
3,so W60p0 EOF1 lag0,,0.1857987241323778
4,so W60p0 EOF1 lag1,,0.224283055549012
5,thetao W20p0 EOF1 lag3,,0.2306841392468503
6,so W20p0 EOF6 lag0,,0.2313149964143046
7,so W60p0 EOF3 lag0,,0.2342988640365667
8,thetao W20p0 EOF1 lag2,,0.2424733228186453
9,so W20p0 EOF2 lag2,,0.2836203414383588
10,so W40p0 EOF2 lag1,,0.3202690816900477
