alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-0.01720455614241978,0.192675047356939,3
5.0,-0.15480978345322835,0.03177817762008451,3
4.0,-0.2764370966971094,0.12234549150708475,3
30.0,-0.30855804060793707,0.14814183917972698,3
40.0,-0.44495113577669126,0.29230049038436623,3
3.0,-0.49524938207756936,0.4058476028798491,3
50.0,-0.5595754768748622,0.4106408861121586,3
60.0,-0.6565080094305152,0.5088012386798708,3
70.0,-0.739345481146283,0.5913897769915922,3
100.0,-0.928138389003267,0.7754358387650959,3
300.0,-1.3957448219295259,1.208229324202662,3
1.0,-1.8391106332919158,2.2065243430923713,3
0.3,-3.336027432253952,4.2182949855289875,3
0.1,-4.089533968123852,5.205677841652722,3
0.03,-4.418968006054258,5.626591683985256,3
0.01,-4.521343794864845,5.755598816947116,3
