n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.21858549986208808,0.37569301296938273,thetao,W60p0,2,0
8,0.07512772763863196,0.4675201700657192,thetao,W40p0,3,1
13,0.05548190770673034,0.5880713604702728,so,W30p0,1,7
15,0.04927711259567835,0.6461228362052267,so,W30p0,1,2
10,0.038629618749078,0.5126729173273655,thetao,W30p0,4,2
36,0.02406783872747953,0.7650704109309148,thetao,W30p0,4,4
6,0.021091292026217512,0.39251821849619295,thetao,W30p0,4,0
24,0.021060106185326277,0.6899905689225956,so,W30p0,1,6
44,0.01978701609891098,0.7973148958667857,so,W30p0,1,12
12,0.017488083822824407,0.5325894527635424,so,W30p0,1,8
47,0.01620839534502827,0.8183819812965982,thetao,W20p0,3,4
28,0.014057007870683536,0.7177460803636119,thetao,W20p0,3,5
26,0.011272234007531523,0.7019231235181951,so,W30p0,1,4
16,0.0109230929786861,0.6570459291839128,thetao,W20p0,3,6
