late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.1774417069468881,0.7055006859718398,0.35236883835461336,0.37302911610518086,0.7055006859718401,0.3523688383546134,25,5
