N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
5,0,10.0,-0.009217277221482634,0.10691498817765438,0.3008357024429411,0.46487615824508544,2
5,0,30.0,-0.013501313810961035,0.13095214588249265,0.3048347853393291,0.4039224877249926,2
5,0,3.0,-0.01870970830753882,0.08817253561981453,0.29516594330380597,0.4956789427928675,2
5,0,1.0,-0.025825271180563547,0.07831543741944524,0.2915807452397665,0.5075296623055457,2
5,0,0.1,-0.03065953444808084,0.07222131922168856,0.28925744189807434,0.5139128429004574,2
5,0,0.01,-0.031227754509483285,0.07152614031384935,0.2889893175675264,0.5146044130600219,2
5,0,0.001,-0.0312855775717894,0.0714556114874082,0.28896208864126505,0.5146741933693479,2
5,0,0.0001,-0.031291370071630964,0.07144854831226677,0.2889593615148649,0.5146811777413411,2
5,0,100.0,-0.08344663046086415,0.1883839208669184,0.30729843478001073,0.2832079876386191,2
5,1,30.0,-0.11470433898846438,0.2032700796108477,0.24781317269385766,0.5381625314670119,2
5,1,100.0,-0.11616676903099254,0.20695346985484797,0.20836928549334366,0.4129789769425185,2
5,1,10.0,-0.13135892494166707,0.20659781627293833,0.282409543212921,0.621907737033706,2
5,1,3.0,-0.18086833392158824,0.18263953078724543,0.30482271040786063,0.69774339382194,2
5,1,300.0,-0.1904100071303299,0.26214292423414814,0.18494209255640653,0.2628797034615984,2
10,0,30.0,-0.20713878818186865,0.3643433772398786,0.24347841806216483,0.49217619995723316,2
10,0,100.0,-0.22788738732213187,0.3671874947759288,0.24236687874130927,0.3678943933018871,2
10,0,10.0,-0.24414979100634593,0.3864033793274537,0.23483582810646225,0.5587766013401425,2
5,0,300.0,-0.25583438059327723,0.318171551533863,0.30873079867788605,0.15553896817990398,2
5,1,1.0,-0.2898723053300484,0.08652707274498328,0.30402886014284053,0.76582247026204,2
10,0,3.0,-0.29417036759637255,0.398042722274682,0.217760566449172,0.6043469851436764,2
10,0,1.0,-0.32635762546328567,0.3959262410673358,0.2055200079766998,0.6272950930851757,2
10,0,0.1,-0.34917639599446537,0.39006240162429195,0.1969104825191295,0.6417369662651424,2
10,0,0.01,-0.3519720402648067,0.3891134381021289,0.19587706534986093,0.6434165827122926,2
10,0,0.001,-0.3522582080344594,0.38901360474646585,0.19577162588304434,0.6435874703310389,2
10,0,0.0001,-0.35228689276225,0.38900357029653043,0.19576106050134542,0.6436045890817201,2
10,0,300.0,-0.3848493453694554,0.47465042421931375,0.23828404063683362,0.21711886804337444,2
5,1,1000.0,-0.3932205980746675,0.42840092343607833,0.17351577107891558,0.11828902326540508,2
10,1,100.0,-0.4041574187399611,0.52444644462205,0.2514545038294884,0.38699564833736055,2
10,1,300.0,-0.45336854115135855,0.5550275772492999,0.23081474394743673,0.2673467707372331,2
5,0,1000.0,-0.46388686174367594,0.4877101735951857,0.30950419151876885,0.06096340304806693,2
5,1,0.1,-0.5175061331396339,0.13393888018279598,0.28991095764463143,0.8540762060344687,2
10,1,30.0,-0.5299598847223668,0.6247690444706397,0.27159354162928695,0.4916172756153355,2
5,1,0.01,-0.5657197894833956,0.18137993597359214,0.28721744267223476,0.8695131017282307,2
5,1,0.001,-0.5710438017766736,0.18662609410365671,0.2869294447507016,0.8711732198008335,2
5,1,0.0001,-0.571581701447041,0.18715620237846298,0.2869004508282857,0.8713404829574924,2
10,1,1000.0,-0.6421219006177872,0.6977991898381732,0.21944317259870705,0.13016363514864218,2
10,0,1000.0,-0.6453116809020953,0.6828826898128478,0.23546764665416148,0.0894452566781011,2
15,0,300.0,-0.7355996866639477,0.8228708716846728,0.26843849950311416,0.21434063289175886,2
10,1,10.0,-0.764289991058205,0.7706032309842189,0.26186546462668464,0.6077143351561121,2
15,0,1000.0,-0.7974743659208481,0.8374926132731155,0.2601153483977662,0.09609264017725942,2
15,0,100.0,-0.8089976994824674,0.9287822521845083,0.2824198108406239,0.33287593585188413,2
15,1,1000.0,-0.9650530761307077,1.024885349965662,0.3019795991159936,0.13990494437714993,2
10,1,3.0,-1.0179997505818361,0.8444333869161429,0.23797537784920705,0.7534418164570763,2
15,0,30.0,-1.1351906189991667,1.2465973744029655,0.293934191607801,0.4251466076368441,2
15,1,300.0,-1.1458637849399143,1.2551308198577373,0.33472788416432975,0.25844561159136753,2
10,1,1.0,-1.2369062106645572,0.8424542714396864,0.2264074402495237,0.8895210025534916,2
15,1,100.0,-1.5592007586164172,1.7030195364135532,0.38032655299025153,0.3589150866020189,2
15,0,10.0,-1.6106864660530118,1.6622295104694593,0.2755841714070576,0.492244698339639,2
10,1,0.1,-1.7818625918911901,0.5885680236970976,0.20946841057200605,1.1667918279008709,2
15,0,3.0,-2.125900083299892,2.0377322202190777,0.22258582588262477,0.5659518965224796,2
15,1,30.0,-2.2946175805526536,2.4568378672242837,0.4003634135776418,0.47509727108074723,2
15,0,1.0,-2.4443741194353583,2.19574301283163,0.18085348776520996,0.6244017623785372,2
15,0,0.1,-2.694313246024651,2.2357132052184934,0.15130236618540738,0.6842659335358475,2
15,0,0.01,-2.7323897288874717,2.2303422253506473,0.14770258835941022,0.6950572546037611,2
15,0,0.001,-2.736522401795755,2.2295228693175106,0.14733268224258028,0.696261596437237,2
15,0,0.0001,-2.7369394855106246,2.22943755148479,0.14729558410662047,0.6963835083407544,2
15,1,10.0,-3.16533333536149,3.2957834168741167,0.36644630840849274,0.6008573097469365,2
15,1,3.0,-4.383386093949333,4.416123220498088,0.3004991146978676,0.7555307016401194,2
15,1,1.0,-5.6618493076215,5.602845639784759,0.25369029776519186,0.8948418546486285,2
10,1,0.01,-6.19328136695295,3.760831918009756,0.1289015669202498,1.540967657809745,2
15,1,0.1,-7.564800692042091,7.392950420557042,0.23025445335220424,1.0932365164550955,2
15,1,0.01,-8.072025802050618,7.866070997792349,0.23143220672640755,1.1515139734500783,2
15,1,0.001,-8.136090244904139,7.925507663483791,0.23169725481634057,1.1590768466738524,2
15,1,0.0001,-8.142680025730694,7.931616844646015,0.23172556451117673,1.1598570701295585,2
10,1,0.001,-56.15666243460156,53.717225859853926,0.06734710870325417,3.286714210233243,2
10,1,0.0001,-97.00147419026437,94.56132995712225,0.060337172232253496,4.147389245808386,2
