var,lon,mode,lag,corr,abs_corr
thetao,W40p0,3,0,-0.6971279392659677,0.6971279392659677
so,W40p0,2,1,0.6774809330008326,0.6774809330008326
so,W40p0,2,2,0.6715046510873617,0.6715046510873617
so,W30p0,1,1,0.6570762561273918,0.6570762561273918
so,W30p0,1,2,0.6445172768526867,0.6445172768526867
so,W60p0,1,2,0.6072411211896667,0.6072411211896667
so,W60p0,1,1,0.5968365063416009,0.5968365063416009
so,W60p0,1,3,0.5956849402891172,0.5956849402891172
so,W40p0,2,0,0.5822414552566635,0.5822414552566635
thetao,W40p0,3,1,-0.5798158126563813,0.5798158126563813
so,W30p0,1,3,0.563555517072238,0.563555517072238
so,W60p0,8,2,-0.5626138495226178,0.5626138495226178
thetao,W30p0,4,2,0.5625815250103192,0.5625815250103192
so,W60p0,1,0,0.5610516457940031,0.5610516457940031
so,W40p0,2,3,0.5580565512454325,0.5580565512454325
thetao,W30p0,4,1,0.5552456293919842,0.5552456293919842
thetao,W20p0,1,3,0.5533919551368213,0.5533919551368213
so,W30p0,1,0,0.5522576602290372,0.5522576602290372
thetao,W30p0,4,4,0.5518717541968139,0.5518717541968139
thetao,W30p0,4,3,0.5518459268476563,0.5518459268476563
so,W40p0,3,0,-0.5391485824670333,0.5391485824670333
thetao,W20p0,1,4,0.5319403763179013,0.5319403763179013
so,W40p0,3,1,-0.52237669532878,0.52237669532878
thetao,W30p0,4,5,0.5138583640454956,0.5138583640454956
thetao,W20p0,1,2,0.5107810900872051,0.5107810900872051
so,W60p0,1,4,0.5099901982694754,0.5099901982694754
so,W30p0,3,0,0.5067299486465235,0.5067299486465235
so,W20p0,1,2,0.5003035240679908,0.5003035240679908
thetao,W20p0,1,5,0.4953751832322133,0.4953751832322133
thetao,W30p0,4,6,0.4942924264905235,0.4942924264905235
thetao,W20p0,4,20,-0.48880154197973463,0.48880154197973463
so,W40p0,2,4,0.4865217568588851,0.4865217568588851
thetao,W30p0,4,0,0.484836670716835,0.484836670716835
so,W60p0,2,0,-0.47759451333828135,0.47759451333828135
thetao,W60p0,2,0,-0.47718264904176083,0.47718264904176083
so,W60p0,1,5,0.4758602617953226,0.4758602617953226
thetao,W60p0,2,25,0.4730368551918636,0.4730368551918636
thetao,W20p0,4,21,-0.4645001775013639,0.4645001775013639
thetao,W60p0,7,0,0.463391464608579,0.463391464608579
so,W20p0,1,1,0.46104765738150094,0.46104765738150094
thetao,W20p0,2,0,-0.45659844830454105,0.45659844830454105
thetao,W30p0,5,0,0.4557446600742378,0.4557446600742378
so,W30p0,1,4,0.4549012964842336,0.4549012964842336
so,W60p0,6,19,-0.454700621976821,0.454700621976821
thetao,W20p0,4,24,-0.4521740432873567,0.4521740432873567
so,W20p0,1,3,0.44879633223237303,0.44879633223237303
so,W60p0,8,1,-0.44861409485184517,0.44861409485184517
thetao,W30p0,4,7,0.44577550721987896,0.44577550721987896
thetao,W40p0,3,2,-0.44510366277662705,0.44510366277662705
thetao,W40p0,4,12,0.44357148236932636,0.44357148236932636
thetao,W30p0,2,0,-0.4382244743119124,0.4382244743119124
so,W20p0,1,0,0.4350874361361704,0.4350874361361704
thetao,W20p0,4,25,-0.4343104115069282,0.4343104115069282
thetao,W20p0,1,6,0.4340418911813791,0.4340418911813791
so,W60p0,8,4,-0.4327183386710809,0.4327183386710809
so,W30p0,2,8,-0.4298790038439229,0.4298790038439229
so,W60p0,2,20,-0.4298437179208769,0.4298437179208769
thetao,W20p0,4,22,-0.4289982972067484,0.4289982972067484
thetao,W20p0,4,19,-0.4280756524706529,0.4280756524706529
so,W60p0,2,19,-0.4275464459134118,0.4275464459134118
thetao,W60p0,2,24,0.4257293708216072,0.4257293708216072
so,W10p0,2,25,0.4253218437382089,0.4253218437382089
thetao,W20p0,4,23,-0.42373957660360717,0.42373957660360717
thetao,W20p0,1,1,0.41999171011565295,0.41999171011565295
so,W60p0,8,3,-0.41769397735462604,0.41769397735462604
so,W30p0,1,5,0.416567276409737,0.416567276409737
