late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-4.01041045254508,0.2385905587568117,1.1585930135249454,-0.789479062051504,0.23859055875681176,1.1585930135249454,18,15
