var,lon,mode,lag,corr,abs_corr
thetao,W10p0,9,48,0.7265292696687278,0.7265292696687278
thetao,W10p0,9,47,0.6999776655004795,0.6999776655004795
thetao,W30p0,9,16,-0.693009696886527,0.693009696886527
thetao,W10p0,9,49,0.687681468655357,0.687681468655357
thetao,W30p0,9,15,-0.6779366068437775,0.6779366068437775
thetao,W30p0,9,17,-0.6741324486330246,0.6741324486330246
thetao,W10p0,9,46,0.6693947804826186,0.6693947804826186
thetao,W30p0,9,12,-0.6663948487223953,0.6663948487223953
thetao,W40p0,8,18,-0.6657003947379847,0.6657003947379847
thetao,W30p0,9,11,-0.6642544840078612,0.6642544840078612
thetao,W60p0,10,6,-0.66238490430279,0.66238490430279
thetao,W30p0,9,13,-0.6615513296695559,0.6615513296695559
thetao,W60p0,10,7,-0.6590477030311249,0.6590477030311249
so,W60p0,1,8,0.6587678090863441,0.6587678090863441
thetao,W60p0,2,0,-0.6544448523776394,0.6544448523776394
thetao,W10p0,9,45,0.6543666929055043,0.6543666929055043
so,W60p0,1,9,0.6536295818812016,0.6536295818812016
thetao,W60p0,10,15,-0.6535533998120798,0.6535533998120798
thetao,W60p0,10,8,-0.6522801330976147,0.6522801330976147
thetao,W30p0,9,14,-0.651801816859811,0.651801816859811
so,W60p0,1,10,0.6493610779436513,0.6493610779436513
thetao,W10p0,9,1,-0.6490692536254554,0.6490692536254554
thetao,W40p0,8,17,-0.6477386814908308,0.6477386814908308
thetao,W10p0,9,2,-0.6418971979193385,0.6418971979193385
thetao,W10p0,9,0,-0.64138530271297,0.64138530271297
thetao,W30p0,9,10,-0.6388470545196272,0.6388470545196272
thetao,W40p0,8,16,-0.6388447090792655,0.6388447090792655
thetao,W40p0,8,15,-0.6383999372467595,0.6383999372467595
so,W60p0,1,11,0.6377529456538964,0.6377529456538964
thetao,W30p0,9,5,-0.6356961249538039,0.6356961249538039
thetao,W40p0,8,19,-0.6352999377374596,0.6352999377374596
thetao,W30p0,9,9,-0.6346269889407192,0.6346269889407192
thetao,W10p0,4,27,0.6341346347916451,0.6341346347916451
thetao,W40p0,8,21,-0.6330770469857607,0.6330770469857607
thetao,W20p0,5,16,0.6315452340981529,0.6315452340981529
thetao,W10p0,4,28,0.6308675269117031,0.6308675269117031
thetao,W30p0,9,8,-0.6300103584779545,0.6300103584779545
so,W60p0,1,7,0.6298935054867452,0.6298935054867452
thetao,W60p0,10,14,-0.628566630648107,0.628566630648107
thetao,W20p0,5,17,0.6269398803662605,0.6269398803662605
