late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-1.3049620682162169,-0.27154575286767785,0.8932374078738403,-1.2829827156465279,-0.2715457528676777,0.8932374078738403,18,5
