n,feature,score,curve_r2
1,so W60p0 EOF1 lag1,,0.4625175059783276
2,thetao W60p0 EOF1 lag1,,0.5706047644002084
3,so W60p0 EOF1 lag0,,0.6491204030143848
4,so W10p0 EOF1 lag2,,0.6908880607747505
5,so W10p0 EOF1 lag5,,0.7327258339989247
6,so W60p0 EOF1 lag2,,0.7449013315685895
7,thetao W60p0 EOF1 lag0,,0.7492331934314298
8,thetao W60p0 EOF1 lag2,,0.7502265919163292
9,so W10p0 EOF1 lag3,,0.7653017964808285
10,so W10p0 EOF1 lag1,,0.7642917137699574
